Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0331300062021000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0331300062021000023;Подача заявок;Благоустройство тротуара от дома по адресу: ул. 50 лет ВЛКСМ, д. 5 до дома по адресу: ул. 50 лет Октября, д.15 в р.п. Рамонь Рамонского районаВоронежскойобласти.;ОТДЕЛ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ РАМОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;18.02.2021;3 095 212,80 ₽;;;;;;;;;;;;;;
№ 0331300062021000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0331300062021000022;Подача заявок;Устройство тротуара от детского сада № 4 до ул. 50 лет Октября, р.п. Рамонь Рамонского муниципального районаВоронежскойобласти;ОТДЕЛ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ РАМОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;18.02.2021;2 306 653,20 ₽;;;;;;;;;;;;;;
№ 0131300000621000102;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300000621000102;Подача заявок;Ремонт автомобильныхдорог: ул. Помяловского (от ул. 20-летия ВЛКСМ до сквера Помяловского);АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОДВОРОНЕЖ;18.02.2021;4 667 237,96 ₽;;;;;;;;;;;;;;
№ 0331300155521000014;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0331300155521000014;Подача заявок;Приобретение дорожной краски (эмали) для разметкидорогАК-511;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД РОССОШЬ РОССОШАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ ""ГОРОДСКОЕ БЛАГОУСТРОЙСТВО""";17.02.2021;332 382,00 ₽;;;;;;;;;;;;;;
№ 0331300062021000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0331300062021000021;Подача заявок;Ремонт автомобильныхдорог, расположенных на территории Рамонского городского поселения Рамонского муниципального районаВоронежскойобласти;ОТДЕЛ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ РАМОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;16.02.2021;1 052 388,00 ₽;;;;;;;;;;;;;;
№ 0331300062021000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0331300062021000020;Подача заявок;Приобретение илососной машины ТКМ-621 (или эквивалент) на шасси КАМАЗ-53605 ЕВРО 5 (или эквивалент) для нужд администрации Рамонского городского поселения Рамонского муниципального районаВоронежскойобласти;ОТДЕЛ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ РАМОНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;16.02.2021;8 550 000,00 ₽;;;;;;;;;;;;;;
№ 0131300011221000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300011221000016;Подача заявок;Выполнение работ по ямочному ремонту автомобильныхдорогна территории г.Борисоглебска;ОТДЕЛ ПО ФИНАНСАМ АДМИНИСТРАЦИИ БОРИСОГЛЕБСКОГО ГОРОДСКОГО ОКРУГАВОРОНЕЖСКОЙОБЛАСТИ;16.02.2021;1 003 900,00 ₽;;;;;;;;;;;;;;
№ 0131300009021000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300009021000011;Определение поставщика отменено;"""Модернизация систем уличного освещения Клеповского сельского поселения Бутурлиновского муниципального районаВоронежскойобласти""";АДМИНИСТРАЦИЯ БУТУРЛИНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;15.02.2021;2 158 275,60 ₽;;;;;;;;;;;;;;
№ 0131300045221000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131300045221000016;Подача заявок;"Осуществление строительного контроля по объекту: ""Строительство и реконструкция подъездной автомобильнойдорогик ЖК Соколовка""";АДМИНИСТРАЦИЯ БОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОРОНЕЖСКОЙОБЛАСТИ;15.02.2021;5 058 266,00 ₽;;;;;;;;;;;;;;
№ 0131200001021000428;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0131200001021000428;Подача заявок;2021-00664 Поставка шлагбаумов;УПРАВЛЕНИЕ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОРОНЕЖСКОЙОБЛАСТИ;12.02.2021;178 060,00 ₽;;;;;;;;;;;;;;
