Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0163300025021000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163300025021000022;Подача заявок;Выполнение работ по восстановлению изношенных слоев асфальтобетонного покрытия на отдельных участках (ямочный ремонт дорожного покрытия) в г.  ВязьмаСмоленскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЯЗЕМСКИЙ РАЙОН""СМОЛЕНСКОЙОБЛАСТИ";03.02.2021;990 845,45 ₽;;;;;;;;;;;;;;
№ 0363300055921000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0363300055921000001;Подача заявок;Ремонт Домов культуры ( Ремонт Озерищенского сельского Дома культуры в д. ОзерищеДорогобужскогорайонаСмоленскойобласти -крыльца, внутренняя отделка, электротехнические работы);"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ДОРОГОБУЖСКАЯРАЙОННАЯ ЦЕНТРАЛИЗОВАННАЯ КЛУБНАЯ СИСТЕМА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ДОРОГОБУЖСКИЙРАЙОН""СМОЛЕНСКОЙОБЛАСТИ";01.02.2021;2 822 272,00 ₽;;;;;;;;;;;;;;
№ 0163300035021000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163300035021000001;Определение поставщика отменено;Замена светильников уличного освещения в г. СафоновоСмоленскойобласти;"КОМИТЕТ ПО СТРОИТЕЛЬСТВУ И ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""САФОНОВСКИЙ РАЙОН""СМОЛЕНСКОЙОБЛАСТИ";29.01.2021;1 477 401,60 ₽;;;;;;;;;;;;;;
№ 0163200000321000047;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163200000321000047;Подача заявок;(0028-аэф/у) Выполнение комплекса работ для государственных нуждСмоленскойобласти по воспроизводству лесов, расположенных на землях, находящихся в государственной собственности, в 2021 году на территорииДорогобужскоголесничества;ГЛАВНОЕ УПРАВЛЕНИЕСМОЛЕНСКОЙОБЛАСТИ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ;28.01.2021;519 806,50 ₽;;;;;;;;;;;;;;
№ 0163300005821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163300005821000002;Подача заявок;Выполнение работ по содержаниюдорог, тротуаров и сооружений на них на территории Шумячского городского поселения;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ШУМЯЧСКИЙ РАЙОН""СМОЛЕНСКОЙОБЛАСТИ";28.01.2021;300 000,00 ₽;;;;;;;;;;;;;;
№ 0163200000321000037;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163200000321000037;Подача заявок;-(0027-аэф/т) Поставка твердого химического противогололедного материала и пескосоляной смеси;ГЛАВНОЕ УПРАВЛЕНИЕСМОЛЕНСКОЙОБЛАСТИ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ;27.01.2021;9 500 000,00 ₽;;;;;;;;;;;;;;
№ 0163200000321000036;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163200000321000036;Подача заявок;-(0028-аэф/т) Поставка твердого химического противогололедного материала и пескосоляной смеси;ГЛАВНОЕ УПРАВЛЕНИЕСМОЛЕНСКОЙОБЛАСТИ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ;27.01.2021;9 500 000,00 ₽;;;;;;;;;;;;;;
№ 0127300006721000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127300006721000005;Подача заявок;Ремонт автомобильнойдорогипо ул.Смоленскаяс. Гордеевка Гордеевского района Брянской области;АДМИНИСТРАЦИЯ ГОРДЕЕВСКОГО РАЙОНА;27.01.2021;500 011,20 ₽;;;;;;;;;;;;;;
№ 0163300000821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163300000821000001;Подача заявок;"Оказание услуг по установлению муниципальному заказчику лимита кредитования для предоставления кредитных ресурсов (в виде невозобновляемой кредитной линии) на погашение долговых обязательств бюджета муниципального образования ""Дорогобужскийрайон""Смоленскойобласти в 2021 году";"ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ  ""ДОРОГОБУЖСКИЙРАЙОН""СМОЛЕНСКОЙОБЛАСТИ";27.01.2021;3 458 378,00 ₽;;;;;;;;;;;;;;
№ 0163300025021000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0163300025021000009;Подача заявок;"Выполнение работ по грейдированию межпоселенческихдорог, расположенных на территории муниципального образования ""Вяземский район""Смоленскойобласти";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЯЗЕМСКИЙ РАЙОН""СМОЛЕНСКОЙОБЛАСТИ";27.01.2021;799 400,83 ₽;;;;;;;;;;;;;;
