Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0128200000121000555;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000555;Подача заявок;Выполнение работ по установке бортиков по пути движения;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;1 217 394,79 ₽;;;;;;;;;;;;;;
№ 0128200000121000554;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000554;Подача заявок;Ремонт  автомобильнойдорогиул.Ключевая  (от ул. Металлургов до ул. Красноармейская) в городе Кольчугино Кольчугинского районаВладимирскойобласти;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;2 393 236,20 ₽;;;;;;;;;;;;;;
№ 0128200000121000552;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000552;Подача заявок;Ремонт автомобильнойдорогиобщего пользования местного значения Александровского  районаВладимирскойобласти  в 2021 году («проезд по д.Нововоскресенское» (от дома №1 до дома №34, от дома №34 до дома №72));ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;3 102 780,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000551;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000551;Подача заявок;Ремонт автомобильнойдорогив п.Бавлены, ул.Заводская Кольчугинского районаВладимирскойобласти;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;1 859 142,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000524;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000524;Подача заявок;Ремонт асфальтного покрытиядорогучреждения;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;878 788,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000518;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000518;Подача заявок;Ремонт автомобильнойдорогиобщего пользования местного значения  Александровского  районаВладимирскойобласти в 2021 году (ул.Центральная (от дома №60 до пересечения с а/д «Москва-Ярославль» - Рупусово, от автобусной остановки до дома №82/2) пос.Красное Пламя);ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;3 502 281,85 ₽;;;;;;;;;;;;;;
№ 0128200000121000515;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000515;Подача заявок;Ремонт автомобильнойдорогив п.Металлист, ул.Центральная Кольчугинского районаВладимирскойобласти;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;1 855 978,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000513;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000513;Подача заявок;Ремонт автомобильнойдорогиул.Ульяновская в городе Кольчугино Кольчугинского районаВладимирскойобласти;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;10.02.2021;7 800 712,65 ₽;;;;;;;;;;;;;;
№ 0328300034721000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300034721000005;Подача заявок;Выполнение работ по нанесению дорожной разметки на автомобильныедорогиобщего пользования местного значения МО «Город Покров»;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ГОРОДА ПОКРОВ ""ЦЕНТР МУНИЦИПАЛЬНЫХ УСЛУГ""";10.02.2021;276 577,20 ₽;;;;;;;;;;;;;;
№ 0128300004821000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128300004821000007;Подача заявок;Выполнение работ по ремонту автомобильнойдорогиул. Красновосходская (от а/д Красная Горбатка - Копнино-Новый Быт - Ильинское до д. 34) п. Новый Быт;КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ СЕЛИВАНОВСКОГО РАЙОНА;10.02.2021;809 670,00 ₽;;;;;;;;;;;;;;
№ 0328300036721000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300036721000013;Подача заявок;Ремонт проезда  по ул. З Интернационала в городе Кольчугино Кольчугинского районаВладимирскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ КОЛЬЧУГИНСКОГО РАЙОНА""";10.02.2021;598 927,80 ₽;;;;;;;;;;;;;;
№ 0328300036721000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0328300036721000012;Подача заявок;Ремонт  автомобильнойдорогиул.Песчаная (от ул. Победы до ул. Невского) в городе Кольчугино Кольчугинского районаВладимирскойобласти;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ КОЛЬЧУГИНСКОГО РАЙОНА""";10.02.2021;851 606,60 ₽;;;;;;;;;;;;;;
№ 0128200000121000503;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000503;Подача заявок;Ремонт автомобильнойдорогипо Казарменному пер. (от дома №15 ул.Ленина до дома №48 ул.Первомайская) г.АлександровВладимирскойобласти в 2021 году;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;09.02.2021;1 453 246,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000482;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000482;Подача заявок;Ремонт автомобильныхдорогСобинского районаВладимирскойобласти;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;09.02.2021;18 158 356,70 ₽;;;;;;;;;;;;;;
№ 0128200000121000476;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000476;Подача заявок;Ремонт автомобильныхдорогСобинского районаВладимирскойобласти;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;09.02.2021;14 475 698,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000474;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000474;Подача заявок;"Выполнение текущего ремонта на объекте: ""Ремонт автомобильнойдорогипо ул.Калинина п.Анопино Гусь-Хрустального районаВладимирскойобласти""";ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;09.02.2021;2 875 450,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000473;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128200000121000473;Подача заявок;"Выполнение текущего ремонта на объекте: ""Ремонт автомобильнойдорогиот д.№13 по ул. 50 лет Октября до пересечения с ул.Фрунзе п.Иванищи Гусь-Хрустального районаВладимирскойобласти""";ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙВЛАДИМИРСКОЙОБЛАСТИ;09.02.2021;1 690 300,00 ₽;;;;;;;;;;;;;;
