Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0332300042421000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300042421000003;Подача заявок;Выполнение работ по ремонту пешеходной дорожки между ул. Молодежная и ул. П.И. Домнина в с. Белка Княгининского  муниципального районаНижегородскойобласти для нужд администрации Белкинского сельсовета Княгининского муниципального районаНижегородскойобласти;АДМИНИСТРАЦИЯ КНЯГИНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;26.02.2021;801 276,00 ₽;;;;;;;;;;;;;;
№ 0132300034221000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132300034221000013;Подача заявок;Выполнение работ по зимнему содержанию (очистка от снега) автомобильныхдорогобщего пользования местного значения находящихся на подведомственной территории территориального управления №2 администрации городского округа город КулебакиНижегородскойобласти;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОД КУЛЕБАКИНИЖЕГОРОДСКОЙОБЛАСТИ;24.02.2021;300 000,00 ₽;;;;;;;;;;;;;;
№ 0332300214721000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0332300214721000013;Подача заявок;ремонтдорогис твердым покрытием длиной 250м. по ул. Первомайская в с. Мотызлей;АДМИНИСТРАЦИЯ ВОЗНЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАНИЖЕГОРОДСКОЙОБЛАСТИ;24.02.2021;654 464,00 ₽;;;;;;;;;;;;;;
№ 0132600007421000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600007421000008;Подача заявок;Благоустройство пруда во дворе дома № 6 по ул. Комарова в г. Лысково,Нижегородскаяобласть. Асфальтовое покрытие.;УПРАВЛЕНИЕ ПО БЛАГОУСТРОЙСТВУ И РАЗВИТИЮ ТЕРРИТОРИЙ АДМИНИСТРАЦИИ ЛЫСКОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;24.02.2021;3 316 975,36 ₽;;;;;;;;;;;;;;
№ 0132600004121000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600004121000002;Подача заявок;Пешеходная дорожка к д. саду с. Ошминское Тоншаевского районаНижегородскойобласти;АДМИНИСТРАЦИЯ ТОНШАЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;24.02.2021;523 372,00 ₽;;;;;;;;;;;;;;
№ 0132600004121000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600004121000001;Подача заявок;Благоустройство пешеходной зоны у МОУ «Тоншаевская СОШ» ул. Октябрьская, д.54 р.п. Тоншаево, Тоншаевский район,Нижегородскаяобласть;АДМИНИСТРАЦИЯ ТОНШАЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;24.02.2021;1 657 760,30 ₽;;;;;;;;;;;;;;
№ 0132600005521000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600005521000013;Подача заявок;Оказание услуг  по  зимнему содержанию автомобильныхдорог, расположенных на территориях Кочергинских, Шеляуховских и Коневских  населенных пунктов Балахнинского муниципального округаНижегородскойобласти.;АДМИНИСТРАЦИЯ БАЛАХНИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;20.02.2021;899 861,77 ₽;;;;;;;;;;;;;;
№ 0132600005521000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600005521000012;Подача заявок;Оказание услуг  по  зимнему содержанию автомобильныхдорог, расположенных на территориях Гидроторфских  населенных пунктов Балахнинского муниципального округаНижегородскойобласти.;АДМИНИСТРАЦИЯ БАЛАХНИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;20.02.2021;1 023 071,74 ₽;;;;;;;;;;;;;;
№ 0132600005521000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600005521000011;Подача заявок;Оказание услуг по зимнему содержанию автомобильныхдорог, расположенных на территориях Большекозинских  населенных пунктов Балахнинского муниципального округаНижегородскойобласти.;АДМИНИСТРАЦИЯ БАЛАХНИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;20.02.2021;839 435,21 ₽;;;;;;;;;;;;;;
№ 0132600005521000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0132600005521000010;Подача заявок;Оказание услуг  по зимнему содержанию автомобильныхдорог, расположенных на территориях Малокозинских  населенных пунктов Балахнинского муниципального округаНижегородскойобласти.;АДМИНИСТРАЦИЯ БАЛАХНИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАНИЖЕГОРОДСКОЙОБЛАСТИ;20.02.2021;462 022,64 ₽;;;;;;;;;;;;;;
