Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0855200000521000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0855200000521000026;Подача заявок;Обустройство нерегулируемого пешеходного перехода на км 5+235 автомобильнойдороги«г.Пенза– р. п. Лунино – граница области» Бессоновского районаПензенскойобласти;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕПЕНЗЕНСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОКПЕНЗЕНСКОЙОБЛАСТИ""";02.02.2021;921 017,52 ₽;;;;;;;;;;;;;;
№ 0369100028421000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0369100028421000003;Подача заявок;"Осуществление строительного контроля  на объекте капитального ремонта моста через реку Синара на км 112+000 (левый) автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань -Пенза- Самара - Уфа - Челябинск, подъезд к г.Екатеринбург, Челябинская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ЮЖНЫЙ УРАЛ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";02.02.2021;1 870 166,00 ₽;;;;;;;;;;;;;;
№ 0369100028421000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0369100028421000002;Подача заявок;"Выполнение работ по капитальному ремонту моста через реку Синара на км 112+000 (левый) автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань -Пенза- Самара - Уфа - Челябинск, подъезд к г.Екатеринбург, Челябинская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ЮЖНЫЙ УРАЛ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";02.02.2021;45 603 524,00 ₽;;;;;;;;;;;;;;
№ 0855300003921000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0855300003921000006;Подача заявок;Ремонт автомобильнойдорогиобщего пользования местного значения:Пензенскаяобласть,Пензенскийрайон, с.Константиновка, ул.Рабочая;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОКПЕНЗЕНСКОГОРАЙОНАПЕНЗЕНСКОЙОБЛАСТИ""";02.02.2021;17 547 312,90 ₽;;;;;;;;;;;;;;
№ 0355300047921000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300047921000004;Подача заявок;"Выполнение работ по объекту: ""Автодорога, расположенная севернее микрорайона №7 III очереди строительства жилого района Арбеково г.Пензы""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА Г.ПЕНЗЫ""";01.02.2021;20 511 750,00 ₽;;;;;;;;;;;;;;
№ 0355300100621000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0355300100621000004;Подача заявок;Ремонт автомобильнойдорогипо ул. Олимпийская с. Бессоновка;КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ БЕССОНОВСКОГО РАЙОНА;01.02.2021;2 901 847,46 ₽;;;;;;;;;;;;;;
№ 0855300003921000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0855300003921000005;Подача заявок;"""Ремонт автомобильнойдорогиобщего пользования местного значения ул. Совхозная в с. ЗагоскиноПензенскогорайонаПензенскойобласти км 0,000-км 2,700"" (протяженность 1555м)";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОКПЕНЗЕНСКОГОРАЙОНАПЕНЗЕНСКОЙОБЛАСТИ""";01.02.2021;7 479 650,23 ₽;;;;;;;;;;;;;;
№ 0155300032421000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300032421000001;Подача заявок;Ремонт автомобильнойдорогис. Даниловка – с. Огаревка – с. Сорокино на участке с. Даниловка – с. Огаревка Лопатинского районаПензенскойобласти;АДМИНИСТРАЦИЯ  ЛОПАТИНСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;01.02.2021;6 187 453,94 ₽;;;;;;;;;;;;;;
№ 0155300000321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300000321000001;Подача заявок;выполнение работ по текущему  содержаниюавтодороги инженерных сооружений на них в городе Каменка Каменского районаПензенскойобласти;АДМИНИСТРАЦИЯ ГОРОДА КАМЕНКИ КАМЕНСКОГО РАЙОНАПЕНЗЕНСКОЙОБЛАСТИ;01.02.2021;6 797 460,00 ₽;;;;;;;;;;;;;;
№ 0155300024421000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300024421000002;Подача заявок;Ремонтдорогобщего пользования в г.Сердобске Сердобского районаПензенскойобласти;АДМИНИСТРАЦИЯ ГОРОДА СЕРДОБСКА;29.01.2021;999 725,00 ₽;;;;;;;;;;;;;;
№ 32109941708;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109941708;Подача заявок;Поставка репеллентов для нуждПензенскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";29.01.2021;28 835,00 ₽;;;;;;;;;;;;;;
№ 32109941593;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109941593;Подача заявок;Поставка фильтров для воды для  нуждПензенскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";29.01.2021;49 400,00 ₽;;;;;;;;;;;;;;
№ 32109941444;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109941444;Подача заявок;Поставка электротехнической осветительной продукции для  нуждПензенскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";29.01.2021;157 860,00 ₽;;;;;;;;;;;;;;
