Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0127600000121000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127600000121000008;Подача заявок;Ремонт автомобильнойдорогиул. 1-я Новозыбковская в д. АнтоновкаБрянскогорайонаБрянскойобласти;ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИБРЯНСКОГОРАЙОНА;10.02.2021;4 016 923,42 ₽;;;;;;;;;;;;;;
№ 0127200000221000379;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000221000379;Подача заявок;Ремонт автомобильнойдорогипо ул. Вокзальная в г. ЗлынкаБрянскойобласти;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;09.02.2021;4 104 607,00 ₽;;;;;;;;;;;;;;
№ 0127200000221000377;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000221000377;Подача заявок;Ремонт автомобильнойдорогипо ул. Николая Часныка в г. ЗлынкаБрянскойобласти;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;09.02.2021;1 090 250,00 ₽;;;;;;;;;;;;;;
№ 0127200000221000374;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127200000221000374;Подача заявок;"Выполнение подрядных работ по объекту: ""Капитальный ремонт автомобильнойдороги ""Брянск- Смоленск"" - Жирятино на участках  км 5+174 - км 10+009, км 14+123 - км 19+955 вБрянскоми Жирятинском районахБрянскойобласти""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОКБРЯНСКОЙОБЛАСТИ;09.02.2021;128 529 144,98 ₽;;;;;;;;;;;;;;
№ 0127600000121000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0127600000121000007;Подача заявок;Капитальный ремонт автомобильнойдорогипо ул.Солнечная в п.КузьминоБрянскогорайонаБрянскойобласти;ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИБРЯНСКОГОРАЙОНА;09.02.2021;11 822 148,96 ₽;;;;;;;;;;;;;;
№ 32109972511;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109972511;Подача заявок;Конкурс в электронной форме на право заключения Договора на выполнение комплекса работ по содержанию автоматических пунктов весогабаритного контроля транспортных средств на км 170+115 и км 370+580 автомобильнойдорогифедерального значения М-1 «Беларусь» (Смоленская область) и на км 359+100 автомобильнойдорогифедерального значения М-3 «Украина»(Брянскаяобласть) (участниками которого могут являться только субъекты малого и среднего предпринимательства);"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ПЛАТНЫЕДОРОГИ""";09.02.2021;47 112 630,53 ₽;;;;;;;;;;;;;;
№ 32109972065;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109972065;Подача заявок;Оказание услуг по проведению обязательных предварительных при поступлении на работу и периодических медицинских осмотров работниковБрянскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Сухиничи;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.02.2021;266 370,00 ₽;;;;;;;;;;;;;;
№ 32109971996;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109971996;Подача заявок;Оказание услуг по проведению обязательных предварительных при поступлении на работу и периодических медицинских осмотров работниковБрянскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Вязьма;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.02.2021;448 894,00 ₽;;;;;;;;;;;;;;
№ 32109971945;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109971945;Подача заявок;Оказаниее услуг по проведению обязательных предварительных при поступлении на работу и периодических медицинских осмотров работниковБрянскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев  г. Унеча;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.02.2021;158 802,00 ₽;;;;;;;;;;;;;;
№ 32109971876;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109971876;Подача заявок;Оказаниее услуг по проведению обязательных предварительных при поступлении на работу и периодических медицинских осмотров работниковБрянскогоотряда филиала ФГП ВО ЖДТ России на Московской железнойдорогев г. Калуга;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";09.02.2021;245 470,00 ₽;;;;;;;;;;;;;;
