Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 32009810192;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009810192;Работа комиссии;Прием снега и ледово-снежной массы от уборкидорог;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""";16.12.2020;200 000,00 ₽;;;;;;;;;;;;;;
№ 0853500000320013523;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0853500000320013523;Подача заявок;"Выполнение работ по ремонту автомобильнойдорогиПодъезд к г. Новотроицку от автомобильнойдорогиМ-5 ""Урал"" Москва - Рязань - Пенза -Самара- Уфа - Челябинск (подъезд к пункту пропуска ""Орск"") км 0+045 - км 4+940 в Гайском городском округе Оренбургской области.";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ОРЕНБУРГСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";16.12.2020;70 955 018,00 ₽;;;;;;;;;;;;;;
№ 32009808457;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808457;Закупка завершена;Содержание а/д М-5 «Урал» Москва - Рязань – Пенза –Самара– Уфа – Челябинск (Оренбург – Орск – Подъезд к пункту пропуска «Орск», км 10+600 – км 293+410) в Оренбургской области;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ОРЕНБУРГСКОЙ ОБЛАСТИ ""ОРЕНБУРГРЕМДОРСТРОЙ""";16.12.2020;850 340,00 ₽;;;;;;;;;;;;;;
№ 32009808604;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808604;Подача заявок;Оказание услуг по проведению периодических проверок на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г.Самара);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;513 240,00 ₽;;;;;;;;;;;;;;
№ 32009808657;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808657;Подача заявок;Оказание услуг по проведению периодических проверок на пригодность к действиям в условиях, связанных с применением огнестрельного оружия и специальных средств для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г. Сызрань);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;148 992,00 ₽;;;;;;;;;;;;;;
№ 32009808522;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808522;Подача заявок;Оказание услуг по предоставлению стрелкового объекта (тира) для проведения учебно-тренировочных занятий по огневой подготовке (стрельбе) из боевого нарезного огнестрельного оружия для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г. Тольятти);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;19 996,80 ₽;;;;;;;;;;;;;;
№ 32009808443;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808443;Подача заявок;Оказание услуг по предоставлению стрелкового объекта (тира) для проведения учебно-тренировочных занятий по огневой подготовке (стрельбе) из боевого нарезного огнестрельного оружия  для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г. Сызрань);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;46 800,00 ₽;;;;;;;;;;;;;;
№ 32009808330;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009808330;Подача заявок;Оказание услуг по предоставлению стрелкового объекта (тира) для проведения учебно-тренировочных занятий по огневой подготовке (стрельбе) из боевого нарезного огнестрельного оружия для нуждСамарскогоотряда филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге(г.Самара);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";16.12.2020;94 080,00 ₽;;;;;;;;;;;;;;
№ 0842100000920000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0842100000920000014;Подача заявок;Оказание услуг по дезинфекции, дезинсекции, дератизации спецвагонов модели 61-4495 для нужд филиала ФКУ «ГЦСП МВД России» «ЦСП МВД России на Куйбышевской железнойдороге» в период 01.01.2021 - 30.11.2021 на ст.Самара;"ФИЛИАЛ ФЕДЕРАЛЬНОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""ГЛАВНЫЙ ЦЕНТР СПЕЦИАЛЬНЫХ ПЕРЕВОЗОК МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ"" ""ЦЕНТР СПЕЦИАЛЬНЫХ ПЕРЕВОЗОК  МВД РОССИИ НА КУЙБЫШЕВСКОЙ ЖЕЛЕЗНОЙДОРОГЕ""";16.12.2020;31 241,76 ₽;;;;;;;;;;;;;;
№ 32009805320;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009805320;Закупка завершена;Оказание транспортно-экспедиционных услуг, услуг по хранению и выполнению дополнительных операций на станциях Кряж, Жигулевское Море, Сызрань-2, Кинель, Бугуруслан, Туймазы,Нурлат, Димитровград, Ульяновск-1, Чердаклы, Безымянка,Самара, Кузнецк Куйбышевской железнойдорогиОАО «РЖД»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗСАМАРА""";15.12.2020;5 045 040,00 ₽;;;;;;;;;;;;;;
