Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0146300039621000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300039621000001;Подача заявок;Обустройство тротуарной дорожки в с. Спешнево-Ивановское Данковского районаЛипецкойобласти ул. Центральная;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ СПЕШНЕВО-ИВАНОВСКИЙ СЕЛЬСОВЕТ ДАНКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;10.02.2021;1 853 407,00 ₽;;;;;;;;;;;;;;
№ 0146300005121000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300005121000001;Подача заявок;Ремонт автомобильныхдорогс твердым покрытием Хлевенского районаЛипецкойобласти:Воробьевский сельсовет с.Воробьевка ул. Советская, Елецко-Лозовский сельсовет с. Елецкая Лозовка ул. Ходоковская, Фомино-Негачевский сельсовет с. Фомино-Негачевка ул. Центральная;АДМИНИСТРАЦИЯ ХЛЕВЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;09.02.2021;12 121 676,41 ₽;;;;;;;;;;;;;;
№ 0146300004221000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004221000010;Подача заявок;Оказание услуг по проведению технической экспертизы выполненных работ по ремонту асфальтового покрытия автомобильнойдорогипо ул. Фабричная в г.Усмань.;АДМИНИСТРАЦИЯ УСМАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;09.02.2021;30 966,67 ₽;;;;;;;;;;;;;;
№ 0146300006021000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300006021000006;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения с устройством щебеночного покрытия по объектам: ул. Средняя в с. Чечеры, ул. Лесная в с. Лебяжье, ул. Поляна в с. Липовка, ул. Заречье в с. Борисовка, ул. Надречная в с. Липовка, ул. Луговая в с. Борисовка, ул. Журавлиновка в с. Кривец и асфальтового покрытия по ул. Лесная в с. Кривец Добровского муниципального районаЛипецкойобласти.;АДМИНИСТРАЦИЯ ДОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;09.02.2021;14 910 033,00 ₽;;;;;;;;;;;;;;
№ 0146300006021000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300006021000005;Подача заявок;Выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения с  ... . Трубетчино Добровского муниципального районаЛипецкойобласти.;АДМИНИСТРАЦИЯ ДОБРОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;09.02.2021;13 420 887,00 ₽;;;;;;;;;;;;;;
№ 32109970409;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109970409;Подача заявок;Выполнение строительно-монтажных работ по антикоррозийной защите газопровода на объекте «Вынос и восстановление ЭЗУ - Объект строительства «Реконструкция транспортной развязки на пересечении МКАД сЛипецкойул. со строительством необходимых для функционирования подъездныхдорог»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСГАЗ""";08.02.2021;2 108 036,92 ₽;;;;;;;;;;;;;;
№ 0346600000821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0346600000821000002;Подача заявок;Ремонт дорожного покрытия  в г.ЛебедяньЛипецкойобласти;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ МУНИЦИПАЛЬНЫХ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД ЛЕБЕДЯНЬ""";08.02.2021;8 055 544,35 ₽;;;;;;;;;;;;;;
№ 0146300004521000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004521000005;Подача заявок;Ремонт автомобильныхдорогобщего пользования местного значения Становлянского муниципального районаЛипецкойобласти;АДМИНИСТРАЦИЯ СТАНОВЛЯНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;05.02.2021;12 636 621,68 ₽;;;;;;;;;;;;;;
№ 0146300007021000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300007021000002;Подача заявок;Выполнение работ по содержаниюдорогп. Добринка: (подметание, полив, очисткадорогот песка, грязи, снега, россыпь противогололедных материалов, приготовление ПСС, планировкадорог, окашивание обочиндорог, сбор мусора по обочинамдорог, вывоз грязи, снега, ПСС, покраска(пешеходных переходов)) на 2021 год.;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ДОБРИНСКИЙ СЕЛЬСОВЕТ ДОБРИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;04.02.2021;2 000 000,00 ₽;;;;;;;;;;;;;;
№ 0846300001921000017;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0846300001921000017;Подача заявок;Выполнение работ по ямочному ремонту на автомобильныхдорогахобщего пользования местного значенияЛипецкогомуниципального районаЛипецкойобласти;КОМИТЕТ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ И АГРАРНОЙ ПОЛИТИКИ АДМИНИСТРАЦИИЛИПЕЦКОГОМУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ;04.02.2021;7 455 467,00 ₽;;;;;;;;;;;;;;
№ 0146300004521000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004521000004;Подача заявок;Ремонт автомобильныхдорогобщего пользования местного значения Становлнского муниципального районаЛипецкойобласти;АДМИНИСТРАЦИЯ СТАНОВЛЯНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;03.02.2021;8 222 223,97 ₽;;;;;;;;;;;;;;
№ 0146300004621000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004621000007;Подача заявок;Выполнение работ по ямочному ремонту автомобильныхдорогобщего пользования местного значения в Чаплыгинском районеЛипецкойобласти;АДМИНИСТРАЦИЯ ЧАПЛЫГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;03.02.2021;1 000 000,00 ₽;;;;;;;;;;;;;;
№ 0146300004221000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300004221000008;Подача заявок;Выполнение работ по ямочному ремонту автомобильныхдорогобщего пользования местного значения в границах города Усмань.;АДМИНИСТРАЦИЯ УСМАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛИПЕЦКОЙОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;03.02.2021;3 318 954,00 ₽;;;;;;;;;;;;;;
