Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0309200000221000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000011;Подача заявок;"Капитальный ремонт  объекта: Автомобильнаядорогас. Большое Игнатово - с. Вармазейка - с. Новое Качаево  -  с. Новое Баево  -  с. Киржеманы - ""г. Ардатов - с. Большое Игнатово""  на участке км  0+000 - км  4+700 в  Большеигнатовском муниципальном  районе  РеспубликиМордовия";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";02.02.2021;59 500 088,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000010;Подача заявок;Капитальный ремонт объекта : Автомобильнаядорогаподъезд к с. Кечушево на участке  км 0+000-км 1+800 в Ардатовском  муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";02.02.2021;21 526 345,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000009;Подача заявок;"Капитальный ремонт объекта: Автомобильнаядорога""п.Потьма - п. Барашево"" - п. Лесной - п. Озерный на участке км 0+000 – км 7+000 в Зубово-Полянском муниципальном районе РеспубликиМордовия";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";01.02.2021;157 028 938,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000008;Подача заявок;Капитальный ремонт объекта: Автомобильнаядорогар. п. Торбеево - п. Красноармейский - с.МордовскиеЮнки на участке км 0+000 - км 5+800 в Торбеевском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";01.02.2021;81 810 935,00 ₽;;;;;;;;;;;;;;
№ 0348100006021000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100006021000003;Подача заявок;Выполнение проектно-изыскательских работ по объекту: «Ремонт моста через реку Аморда на км25+913 автомобильнойдорогиР-178 Саранск -Сурское - Ульяновск, РеспубликаМордовия»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА - НИЖНИЙ НОВГОРОД ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.01.2021;1 950 000,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000007;Подача заявок;Капитальный ремонт объекта: Автомобильнаядорогас. Ельники - с. Акчеево - с. Чурино на участке км 0+000 – км 4+500 в Ельниковском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";29.01.2021;88 905 868,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000006;Подача заявок;"Капитальный ремонт объекта: Автомобильнаядорогас. Лесное Ардашево-выход на а/д ""г. Темников-п. Барашево-с. Теньгушево"" на  участке км 0+000-км 2+400 в Темниковском муниципальном районе РеспубликиМордовия";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";29.01.2021;38 694 081,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000005;Подача заявок;Капитальный ремонтавтодорогис.Кочетовка - с.МордовскаяПаевка на участке км 4+000 - км 6+400 в Инсарском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";29.01.2021;42 454 144,00 ₽;;;;;;;;;;;;;;
№ 0309200000221000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0309200000221000004;Подача заявок;Ремонт объекта: Автомобильнаядорогаподъезд к с. Адашево на участке км 0+000 - 1+300 в Кадошкинском муниципальном районе РеспубликиМордовия;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГРЕСПУБЛИКИМОРДОВИЯ""";27.01.2021;17 193 693,00 ₽;;;;;;;;;;;;;;
№ 0109300023221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0109300023221000001;Подача заявок;Текущее содержание автомобильныхдорогобщего пользования местного значения  на территории Краснослободского городского поселения Краснослободского муниципального  района РеспубликиМордовия(обкос с двух сторон  обочинавтодорогот края проезжей части до красной линии;АДМИНИСТРАЦИЯ КРАСНОСЛОБОДСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ КРАСНОСЛОБОДСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИМОРДОВИЯ;27.01.2021;327 654,00 ₽;;;;;;;;;;;;;;
