Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0857200000221000053;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000053;Подача заявок;Пешеходные ограждения (идентификационный номер: 205-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;399 640,86 ₽;;;;;;;;;;;;;;
№ 0857200000221000052;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000052;Подача заявок;Геосетка (идентификационный номер: 306-А-ГЗ-Л (5));"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;1 039 461,93 ₽;;;;;;;;;;;;;;
№ 0857200000221000051;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000051;Подача заявок;Семена трав (идентификационный номер: 207-А-ГЗ-Л (5));"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;341 299,20 ₽;;;;;;;;;;;;;;
№ 0157300006721000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300006721000004;Подача заявок;Выполнение работ по объекту: «Благоустройствообщественной территории Дома культуры, расположенной по адресу:Псковскаяобласть, г. Пыталово, ул. Чехова, д. 1»;АДМИНИСТРАЦИЯ ПЫТАЛОВСКОГО РАЙОНА;10.02.2021;3 364 066,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000050;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000050;Подача заявок;Резцы для дорожной фрезы (идентификационный номер: 147-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;985 237,50 ₽;;;;;;;;;;;;;;
№ 0857200000221000049;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000049;Подача заявок;Топливо дизельное летнее по топливным картам (идентификационный номер: 305-А-ГЗ-Л (5));"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;9 384 727,03 ₽;;;;;;;;;;;;;;
№ 0857200000221000048;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000048;Подача заявок;Нерудные материалы (идентификационный номер: 307-А-ГЗ-Л (5));"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;9 662 971,36 ₽;;;;;;;;;;;;;;
№ 0857200000221000047;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000047;Подача заявок;Трубы  электросварные (идентификационный номер: 308-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";10.02.2021;2 234 342,54 ₽;;;;;;;;;;;;;;
№ 0157200000321000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157200000321000035;Подача заявок;Дизельное топливо наливом (идентификационный номер: 038-А-ГЗ);КОМИТЕТ ПО ЗАКУПКАМПСКОВСКОЙОБЛАСТИ;09.02.2021;34 776 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000046;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000046;Подача заявок;Щебень из изверженных горных пород (габбро) для строительных работ (идентификационный номер: 281-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";09.02.2021;1 426 843,12 ₽;;;;;;;;;;;;;;
№ 0157300002721000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300002721000005;Подача заявок;Благоустройство тренажерной площадки в детско-спортивном парке в д. Полоное, ул. Аудрини, район д.17, 18, 19. (идентификационный номер: 004-А-МЗ-19);АДМИНИСТРАЦИЯ ПОРХОВСКОГО РАЙОНАПСКОВСКОЙОБЛАСТИ;09.02.2021;130 838,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000045;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000045;Подача заявок;Цемент строительный (идентификационный номер: 161-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";09.02.2021;99 666,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000044;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000044;Подача заявок;Световозвращатели дорожные (идентификационный номер: 163-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";09.02.2021;69 566,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000043;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000043;Подача заявок;Дизельное топливо наливом (идентификационный номер: 282-А-ГЗ-Л (5));"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";09.02.2021;13 277 476,80 ₽;;;;;;;;;;;;;;
№ 0857200000221000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000042;Подача заявок;Оказание услуг по ремонту гидравлического оборудования спецтехники (идентификационный номер: 242-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";09.02.2021;500 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000041;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000041;Подача заявок;Запасные части для спецтехники (идентификационный номер: 206-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";09.02.2021;220 532,45 ₽;;;;;;;;;;;;;;
№ 0857200000221000040;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000040;Подача заявок;Концентрат минеральный галит с антислеживателем (соль техническая с антислеживателем) (идентификационный номер: 239-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;5 112 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000039;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000039;Подача заявок;Полимерно-битумное вяжущее (идентификационный номер: 241-А-ГЗ-Л (5));"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;11 314 350,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000038;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000038;Подача заявок;Песок строительный из отсевов дробления (габбро) (идентификационный номер: 204-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;1 281 063,80 ₽;;;;;;;;;;;;;;
№ 0857200000221000037;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000037;Подача заявок;Эмульгатор для приготовления эмульсии (идентификационный номер: 174-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;76 292,58 ₽;;;;;;;;;;;;;;
№ 0857200000221000036;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000036;Подача заявок;Кислота соляная химическая чистая (идентификационный номер: 162-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;120 650,93 ₽;;;;;;;;;;;;;;
№ 0857200000221000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000035;Подача заявок;Эмульгатор для приготовления эмульсии (идентификационный номер: 145-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;1 754 729,40 ₽;;;;;;;;;;;;;;
№ 0857200000221000034;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000034;Подача заявок;Запасные части для самоходной техники (идентификационный номер: 141-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;1 000 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000033;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000033;Подача заявок;Запасные части для грузового автотранспорта (идентификационный номер: 143-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;1 500 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000032;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000032;Подача заявок;Бензин автомобильный АИ-92 по топливным картам (идентификационный номер: 210-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;6 567 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000030;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000030;Подача заявок;Бензин автомобильный АИ-92 по топливным картам (идентификационный номер: 175-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;131 340,00 ₽;;;;;;;;;;;;;;
№ 0857200000221000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000031;Подача заявок;Барьерное ограждение (идентификационный номер: 240-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";08.02.2021;2 189 332,06 ₽;;;;;;;;;;;;;;
№ 0857200000221000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000221000029;Подача заявок;Лакокрасочные материалы (идентификационный номер: 219-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";05.02.2021;1 549 402,96 ₽;;;;;;;;;;;;;;
