Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0330100010521000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000008;Подача заявок;"Оказание услуг по содержаниюавтомобильнойдорогиобщего пользования федерального значения Р-132""Золотое кольцо"" Ярославль -Кострома- Иваново - Владимир - ГусьХрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич- Ярославль, Ярославская область (участок от границы Тверскойобласти - г. Ярославль)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;23 926 732,00 ₽;;;;;;;;;;;;;;
№ 0141300027421000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0141300027421000001;Подача заявок;Реконструкция ул.Сущевская на участке подъезда к молочно-товарной ферме в с.СущевоКостромскогорайонаКостромскойобласти;АДМИНИСТРАЦИЯ СУЩЕВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯКОСТРОМСКОГОМУНИЦИПАЛЬНОГО  РАЙОНАКОСТРОМСКОЙОБЛАСТИ;02.02.2021;71 788 090,00 ₽;;;;;;;;;;;;;;
№ 0141300012921000001;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0141300012921000001;Подача заявок;"Строительство подъезда к животноводческому комплексу на 800 голов ЗАО ""Агромол"" в с. Головинское Сокиринского сельского поселения Сусанинского муниципального районаКостромскойобласти";АДМИНИСТРАЦИЯ СУСАНИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАКОСТРОМСКОЙОБЛАСТИ;02.02.2021;30 204 709,00 ₽;;;;;;;;;;;;;;
№ 0841600001321000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0841600001321000002;Подача заявок;Работы строительные по строительству автомагистралей, автомобильныхдорог, улично-дорожной сети и прочих автомобильных или пешеходныхдорог, и взлетно-посадочных полос аэродромов;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ГОРОД МАНТУРОВОКОСТРОМСКОЙОБЛАСТИ ""ОБЪЕДИНЕННАЯ БУХГАЛТЕРИЯ""";01.02.2021;31 578 947,00 ₽;;;;;;;;;;;;;;
№ 32109947481;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109947481;Закупка завершена;Поставка ГСМ для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогев Ярославской,Костромской, Ивановской областях;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";01.02.2021;2 373 855,50 ₽;;;;;;;;;;;;;;
№ 0341200001021000020;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0341200001021000020;Подача заявок;Оказание услуг по проведению технического осмотра транспортных средств для нужд Солигаличского филиалаОГБУ «Костромаавтодор»;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОСТРОМСКОЕОБЛАСТНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯ ""КОСТРОМААВТОДОР""";01.02.2021;38 994,00 ₽;;;;;;;;;;;;;;
№ 0341200001021000019;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0341200001021000019;Подача заявок;Оказание услуг по проведению технического осмотра транспортных средств для нужд Антроповского филиала ОГБУКостромаавтодор;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОСТРОМСКОЕОБЛАСТНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯ ""КОСТРОМААВТОДОР""";01.02.2021;29 854,00 ₽;;;;;;;;;;;;;;
№ 0341200001021000018;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0341200001021000018;Подача заявок;Оказание услуг по проведению технического осмотра транспортных средств для нужд Мантуровского филиалаОГБУ «Костромаавтодор»;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОСТРОМСКОЕОБЛАСТНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГОБЩЕГО ПОЛЬЗОВАНИЯ ""КОСТРОМААВТОДОР""";01.02.2021;106 474,00 ₽;;;;;;;;;;;;;;
№ 0141300015921000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0141300015921000003;Подача заявок;Дорогиавтомобильные, в том числе улично-дорожная сеть, и прочие автомобильные и пешеходныедороги, не включенные в другие группировки;АДМИНИСТРАЦИЯ ВОХОМСКОГО МУНИЦИПАЛЬНОГО РАЙОНАКОСТРОМСКОЙОБЛАСТИ;01.02.2021;1 061 442,00 ₽;;;;;;;;;;;;;;
№ 0841200000721000033;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0841200000721000033;Подача заявок;Оказание услуг в сфере навигационнойдеятельности в отношении транспортных средств ОГБУ «Костромаавтодор»,оборудованных системой спутникового мониторинга ГЛОНАСС;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОККОСТРОМСКОЙОБЛАСТИ""";01.02.2021;285 600,00 ₽;;;;;;;;;;;;;;
