Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0145300014721000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300014721000001;Подача заявок;Содержание мостового перехода через р. Пчевжа иавтодорогина подходах к нему между населенными пунктами д. Бестоголово и д. Горятино в границах указанных населенных пунктов, вне границ указанных населенных пунктов;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ БУДОГОЩСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ КИРИШСКОГО МУНИЦИПАЛЬНОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ;10.02.2021;426 935,60 ₽;;;;;;;;;;;;;;
№ 0345200020321000002;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0345200020321000002;Подача заявок;Поставка ГСМ (бензин автомобильный АИ-95 и дизельное топливо);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫЛЕНИНГРАДСКОЙОБЛАСТИ ""МУЗЕЙНО-МЕМОРИАЛЬНЫЙ КОМПЛЕКС ""ДОРОГАЖИЗНИ""";09.02.2021;327 087,00 ₽;;;;;;;;;;;;;;
№ 0121300043821000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121300043821000016;Подача заявок;Выполнение работ по благоустройству тротуаров ул. Калинина от ул.Ленинградскойв городе Георгиевске Георгиевского городского округа Ставропольского края, в рамках реализации проектов развития территорий муниципальных образований, основанных на местных инициативах в 2021 году.;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГЕОРГИЕВСКОГО ГОРОДСКОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;09.02.2021;4 495 278,98 ₽;;;;;;;;;;;;;;
№ 0345200020321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0345200020321000001;Подача заявок;Поставка сжиженного газа марки ПБТ, пропан-бутан технический.;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫЛЕНИНГРАДСКОЙОБЛАСТИ ""МУЗЕЙНО-МЕМОРИАЛЬНЫЙ КОМПЛЕКС ""ДОРОГАЖИЗНИ""";09.02.2021;625 125,00 ₽;;;;;;;;;;;;;;
№ 0339300000121000055;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0339300000121000055;Подача заявок;Выполнение работ по благоустройству (капитальному ремонту) дворовой территории многоквартирного дома, расположенного по адресу: г. Кемерово, просп.Ленинградский, 49 Б;АДМИНИСТРАЦИЯ ГОРОДА КЕМЕРОВО;09.02.2021;5 889 435,12 ₽;;;;;;;;;;;;;;
№ 0320300031121000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320300031121000019;Подача заявок;"Выполнение работ по ремонту автомобильнойдорогипо адресу: г.Уссурийск, ул.Октябрьская, в границах от ул.Ленинградскойдо ул.Дзержинского, от ул.Горького до ул.Некрасова, от ул.Краснознаменная до д.№173 ""А"" по ул.Октябрьская";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ УССУРИЙСКОГО ГОРОДСКОГО ОКРУГА ""СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА - ЗАСТРОЙЩИКА""";08.02.2021;26 751 435,60 ₽;;;;;;;;;;;;;;
№ 0320300031121000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320300031121000015;Подача заявок;выполнение работ по ремонту автомобильнойдорогипо адресу: г. Уссурийск, ул. Комсомольская в границах от ул.Советской до ул.Ленинградской;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ УССУРИЙСКОГО ГОРОДСКОГО ОКРУГА ""СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА - ЗАСТРОЙЩИКА""";08.02.2021;19 179 058,80 ₽;;;;;;;;;;;;;;
№ 0145200000421000059;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000421000059;Подача заявок;Выполнение проектно-изыскательских работ по объекту: «Капитальный ремонт моста через реку Градуевка на автомобильнойдороге«Зверево - Малиновка» в Выборгском районеЛенинградскойобласти»;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;08.02.2021;4 942 707,12 ₽;;;;;;;;;;;;;;
№ 0145200000421000058;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145200000421000058;Подача заявок;Выполнение проектно-изыскательских работ по капитальному ремонту (техническое перевооружение перекрестков с устройством светофорного объекта) автомобильныхдорогобщего пользования регионального значения во Всеволожском районеЛенинградскойобласти;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗАЛЕНИНГРАДСКОЙОБЛАСТИ;08.02.2021;7 235 908,18 ₽;;;;;;;;;;;;;;
№ 0145300010121000003;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0145300010121000003;Подача заявок;Ремонт  асфальтобетонного покрытия ул.Спортивная п.Поляны Выборгского районаЛенинградскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПОЛЯНСКОЕ СЕЛЬСКОЕ ПОСЕЛЕНИЕ"" ВЫБОРГСКОГО РАЙОНАЛЕНИНГРАДСКОЙОБЛАСТИ";08.02.2021;1 578 225,60 ₽;;;;;;;;;;;;;;
