Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0161100009021000020;https://zakupki.gov.ru//epz/order/notice/inm111/view/common-info.html?regNumber=0161100009021000020;Подача заявок;Оказание услуг по диагностике, техническому обслуживанию и ремонту автотранспорта;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО САХАЛИНСКОЙ ОБЛАСТИ;10.02.2021;784 700,00 ₽;;;;;;;;;;;;;;
№ 0338300052121000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338300052121000001;Подача заявок;"Поставка топлива посредством заправки автомобилей на автозаправочных станциях для нужд МКУ ""Благоустройство Вилючинска""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ВИЛЮЧИНСКА""";10.02.2021;296 710,00 ₽;;;;;;;;;;;;;;
№ 0122100000121000045;https://zakupki.gov.ru//epz/order/notice/inm111/view/common-info.html?regNumber=0122100000121000045;Подача заявок;Оказаниеуслуг по  профессиональной переподготовкевоеннослужащих на гражданскую специальность по программе «Физиотерапия и курортология»  для УФСБ России по Хабаровскомукраю;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ХАБАРОВСКОМУ КРАЮ;10.02.2021;50 750,00 ₽;;;;;;;;;;;;;;
№ 0122100000121000046;https://zakupki.gov.ru//epz/order/notice/inm111/view/common-info.html?regNumber=0122100000121000046;Подача заявок;Оказаниеуслуг по  профессиональной переподготовкевоеннослужащих на гражданскую специальность по программе «Управлениеэкономической безопасностью на предприятии» для УФСБ России по Хабаровскому краю;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ХАБАРОВСКОМУ КРАЮ;10.02.2021;46 000,00 ₽;;;;;;;;;;;;;;
№ 0320100010921000005;https://zakupki.gov.ru//epz/order/notice/inm111/view/common-info.html?regNumber=0320100010921000005;Подача заявок;Поставка центробежныхнасосов;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 2430""";10.02.2021;53 276,67 ₽;;;;;;;;;;;;;;
№ 0320300089421000006;https://zakupki.gov.ru//epz/order/notice/zk504/view/common-info.html?regNumber=0320300089421000006;Подача заявок;Оказание услуг по уборке помещений по адресу: г. Владивосток, ул. Сахалинская, 1а.;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЛАДИВОСТОКСКАЯ ПОЛИКЛИНИКА № 6""";10.02.2021;103 860,00 ₽;;;;;;;;;;;;;;
№ 0320100027321000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320100027321000006;Подача заявок;Оказаниеуслуг по диагностике, техническому обслуживанию и ремонту автотранспортныхсредств;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПРИМОРСКОМУ КРАЮ""";10.02.2021;250 000,00 ₽;;;;;;;;;;;;;;
№ 0320100027321000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320100027321000005;Подача заявок;Оказаниеуслуг по диагностике, техническому обслуживанию и ремонту автотранспортныхсредств;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПРИМОРСКОМУ КРАЮ""";10.02.2021;250 000,00 ₽;;;;;;;;;;;;;;
№ 0320100027321000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320100027321000004;Подача заявок;Оказаниеуслуг по диагностике, техническому обслуживанию и ремонту автотранспортныхсредств;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПРИМОРСКОМУ КРАЮ""";10.02.2021;750 000,00 ₽;;;;;;;;;;;;;;
№ 0120100010121000009;https://zakupki.gov.ru//epz/order/notice/inm111/view/common-info.html?regNumber=0120100010121000009;Подача заявок;Закупка работ по техническому обслуживанию и текущему ремонту лифтов на объектах Управления ФСБ России по Приморскому краю (документация о закрытом аукционе размещена  на специализированной электронной площадке АСТ ГОЗ на сайте www.astgoz.ru);УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПРИМОРСКОМУ КРАЮ;10.02.2021;309 466,66 ₽;;;;;;;;;;;;;;
№ 0320100027321000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320100027321000003;Подача заявок;Оказание услуг по диагностике, техническому обслуживанию и ремонту автотранспортных средств;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПРИМОРСКОМУ КРАЮ""";10.02.2021;50 000,00 ₽;;;;;;;;;;;;;;
№ 0320100027321000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320100027321000002;Подача заявок;Оказание услуг по диагностике, техническому обслуживанию и ремонту автотранспортных средств;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПРИМОРСКОМУ КРАЮ""";10.02.2021;150 000,00 ₽;;;;;;;;;;;;;;
№ 0138200001721000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0138200001721000029;Подача заявок;Поставка лекарственного препарата Вилдаглиптин для медицинскогоприменения в целях обеспечения отдельных категорий граждан, имеющих право наполучение государственной социальной помощи лекарственными препаратами;МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КАМЧАТСКОГО КРАЯ;10.02.2021;3 547 152,00 ₽;;;;;;;;;;;;;;
№ 0302300058821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0302300058821000002;Подача заявок;Оказание услуг по вывозу жидких бытовых отходов;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННО - ТРАНСПОРТНЫЙ ОТДЕЛ  АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ИВОЛГИНСКИЙ РАЙОН""";10.02.2021;126 098,70 ₽;;;;;;;;;;;;;;
№ 0116300043821000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0116300043821000006;Подача заявок;"Выполнение работ содержанию дорог МО ""Поселок Тикси"", протяженность 10177 м";"МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ ""ПОСЕЛОК ТИКСИ"" БУЛУНСКОГО УЛУСА (РАЙОНА) РЕСПУБЛИКИ САХА (ЯКУТИЯ)";10.02.2021;2 872 221,43 ₽;;;;;;;;;;;;;;
№ 0320600000421000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0320600000421000005;Подача заявок;Содержание и обслуживание улично-дорожной сети в зимний период (очистка дорог от снега трактором);"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАШ ГОРОД""";10.02.2021;239 872,80 ₽;;;;;;;;;;;;;;
№ 0334100008021000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0334100008021000001;Подача заявок;Закупка ГСМ для нужд Норильской КМИС;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ИНСТИТУТ СОЛНЕЧНО-ЗЕМНОЙ ФИЗИКИ СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;10.02.2021;798 490,00 ₽;;;;;;;;;;;;;;
№ 0820500000821000106;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0820500000821000106;Подача заявок;Вакцины;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК ПРИМОРСКОГО КРАЯ""";10.02.2021;16 813 500,00 ₽;;;;;;;;;;;;;;
№ 0302200016121000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0302200016121000002;Подача заявок;Поставка продуктов питания;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""СЕВЕРОБАЙКАЛЬСКИЙ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ""";10.02.2021;436 135,00 ₽;;;;;;;;;;;;;;
№ 0820500000821000105;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0820500000821000105;Подача заявок;Лекарственные препараты для медицинского применения;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК ПРИМОРСКОГО КРАЯ""";10.02.2021;26 869 050,00 ₽;;;;;;;;;;;;;;
№ 0319200000521000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0319200000521000016;Подача заявок;"Рубка погибших и поврежденных лесных насаждений от воздействия различных негативных факторов (Сплошная санитарная рубка: ""Епишинское участковое лесничество"" квартал 132 выдел 17)";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЕНИСЕЙСКОЕ ЛЕСНИЧЕСТВО""";10.02.2021;121 561,96 ₽;;;;;;;;;;;;;;
№ 0851200000621000355;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0851200000621000355;Подача заявок;Поставка промывающих растворов для биохимического анализатора Dirui CS-T240;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ КОНТРАКТНОЙ СИСТЕМЫ""";10.02.2021;60 186,48 ₽;;;;;;;;;;;;;;
№ 0351300039121000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0351300039121000004;Подача заявок;Поставка мяса и филе кур;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА НОВОСИБИРСКА ""ДЕТСКИЙ САД № 465 КОМБИНИРОВАННОГО ВИДА ""ЗОЛУШКА""";10.02.2021;362 664,10 ₽;;;;;;;;;;;;;;
№ 0120100009721000001;https://zakupki.gov.ru//epz/order/notice/oku504/view/common-info.html?regNumber=0120100009721000001;Подача заявок;Разработка научно-проектной документации по сохранению объекта культурного наследия (обмерные работы, обследование конструкций, инженерно-геологические изыскания, ремонтно-реставрационные работы) по адресу: г. Владивосток, ул. Суханова, д. 8 (в рамках капитального ремонта);ПРОКУРАТУРА ПРИМОРСКОГО КРАЯ;10.02.2021;11 174 332,00 ₽;;;;;;;;;;;;;;
№ 0319200000521000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0319200000521000015;Подача заявок;"Рубка погибших и поврежденных лесных насаждений от воздействия различных негативных факторов (Сплошная санитарная рубка: ""Епишинское участковое лесничество"" квартал 132 выдел 12 лесосека 2)";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЕНИСЕЙСКОЕ ЛЕСНИЧЕСТВО""";10.02.2021;45 983,73 ₽;;;;;;;;;;;;;;
№ 0339300267921000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0339300267921000018;Подача заявок;Поставка электротехнических изделий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЯЖИНСКАЯ РАЙОННАЯ БОЛЬНИЦА""";10.02.2021;270 155,44 ₽;;;;;;;;;;;;;;
№ 0312100000121000023;https://zakupki.gov.ru//epz/order/notice/inm111/view/common-info.html?regNumber=0312100000121000023;Подача заявок;Поставка уксуса;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОГРАНИЧНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ БЕЗОПАСНОСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ ТЫВА""";10.02.2021;22 958,40 ₽;;;;;;;;;;;;;;
