Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0360200054021000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0360200054021000007;Подача заявок;"Разработка проекта производства работ по содержанию автомобильныхдорогобщего пользования регионального или межмуниципального значения, расположенных на территории муниципального образования ""ГородСаратов"".";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАРАТОВСКОЙОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";01.02.2021;5 266 666,67 ₽;;;;;;;;;;;;;;
№ 0360200054021000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0360200054021000006;Подача заявок;Содержание автомобильныхдорогобщего пользования регионального или межмуниципального значения, расположенных на территории муниципального образования «ГородСаратов».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАРАТОВСКОЙОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";01.02.2021;99 999 992,89 ₽;;;;;;;;;;;;;;
№ 0160300000721000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300000721000005;Подача заявок;Устройство пешеходной дорожки по ул. Ленина от дома № 97 до пересечения с ул. Больничная в рп. Турки Турковского районаСаратовскойобласти;АДМИНИСТРАЦИЯ ТУРКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;01.02.2021;1 917 052,70 ₽;;;;;;;;;;;;;;
№ 0860400000321000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000007;Подача заявок;Выполнение работ по содержанию автомобильнойдорогиР-207 Пенза-Балашов-Михайловка- автомобильнаядорогаА-260 (в пределахСаратовскойобласти).;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.01.2021;529 418 425,00 ₽;;;;;;;;;;;;;;
№ 0160300055221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300055221000001;Подача заявок;зимнее содержаниеавтодорогЕМР;АДМИНИСТРАЦИЯ ЕРШОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;29.01.2021;1 400 000,00 ₽;;;;;;;;;;;;;;
№ 0360200054021000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0360200054021000005;Подача заявок;"Выполнение проектно-изыскательских работ по строительству автомобильнойдорогиЮжный автодорожный подход к аэропортовому комплексу ""Центральный"" на участке обхода п. Дубки вСаратовскомрайонеСаратовскойобласти.";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАРАТОВСКОЙОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";28.01.2021;17 917 544,68 ₽;;;;;;;;;;;;;;
№ 0160300003621000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300003621000013;Подача заявок;"Реализация регионального проекта (программы) в целях выполнения задач федерального проекта ""Формирование комфортной городской среды"" - выполнение работ по благоустройству дворовой территории,расположенной по адресу:Саратовскаяобласть, Энгельсский район, г. Энгельс,пр-кт Строителей, д.17";АДМИНИСТРАЦИЯ ЭНГЕЛЬССКОГО МУНИЦИПАЛЬНОГО РАЙОНА;28.01.2021;3 574 994,94 ₽;;;;;;;;;;;;;;
№ 0160300001621000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0160300001621000007;Подача заявок;"Выполнение работ по содержанию автомобильныхдорог:  автомобильнаядорога""Бобылевка-Осиновка-Борецк"",автомобильнаядорога""Борецк - Константиновский""";АДМИНИСТРАЦИЯ РОМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАСАРАТОВСКОЙОБЛАСТИ;28.01.2021;1 972 915,00 ₽;;;;;;;;;;;;;;
№ 0360200054021000004;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0360200054021000004;Подача заявок;"Выполнение проектно-изыскательских работ по строительству автомобильнойдорогиЮжный автодорожный подход к аэропортовому комплексу ""Центральный"" на участке обхода п. Расловка 1 вСаратовскомрайонеСаратовскойобласти.";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕСАРАТОВСКОЙОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";28.01.2021;8 462 395,60 ₽;;;;;;;;;;;;;;
№ 0360300141021000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0360300141021000001;Подача заявок;"Выполнение комплекса работ по благоустройству дворовой территории по ул. Пугачевская, д. 11 ""а"", 11 ""б"" в р.п. Духовницкое Духовницкого районаСаратовскойобласти";АДМИНИСТРАЦИЯ ДУХОВНИЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;28.01.2021;1 054 501,20 ₽;;;;;;;;;;;;;;
