Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0338300005021000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338300005021000002;Подача заявок;Оказание услуг связи;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УЧРЕЖДЕНИЕ ЗАЩИТЫ ОТ ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЙ""";10.02.2021;376 750,00 ₽;;;;;;;;;;;;;;
№ 0338200005621000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338200005621000005;Подача заявок;Оказание услуг по предоставлению спецтехники (автовышки и автокрана);"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЫПУЧКА"" ПРИ АППАРАТЕ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА КАМЧАТСКОГО КРАЯ";10.02.2021;500 000,00 ₽;;;;;;;;;;;;;;
№ 0338100000321000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338100000321000002;Подача заявок;Поставка лекарственного препарата, включенного в перечень ЖНВЛП (МНН Инозин+Никотинамид+Рибофлавин+Янтарная кислота);"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАМЧАТСКОМУ КРАЮ""";10.02.2021;26 200,00 ₽;;;;;;;;;;;;;;
№ 0338300007821000037;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338300007821000037;Подача заявок;Поставка трубок эндотрахеальных;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""";10.02.2021;352 560,00 ₽;;;;;;;;;;;;;;
№ 0338300036821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338300036821000002;Подача заявок;Поставка лекарственных препаратов для обеспечения отдельных категорий граждан лекарственными средствами и изделиями медицинского назначения (региональные льготники);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КАМЧАТСКОГО КРАЯ ""ОЛЮТОРСКАЯ РАЙОННАЯ БОЛЬНИЦА""";10.02.2021;766 069,50 ₽;;;;;;;;;;;;;;
№ 0338100003321000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338100003321000007;Подача заявок;закупка продуктов питания для выдачи продовольственного пайка военнослужащим на руки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КАМЧАТСКИЙ СПАСАТЕЛЬНЫЙ ЦЕНТР МЧС РОССИИ""";10.02.2021;16 118 163,00 ₽;;;;;;;;;;;;;;
№ 0338100000321000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338100000321000001;Подача заявок;Поставка лекарственного препарата, включенного в перечень ЖНВЛП (МНН Глицирризиновая кислота+Фосфолипиды);"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАМЧАТСКОМУ КРАЮ""";10.02.2021;185 550,00 ₽;;;;;;;;;;;;;;
№ 0138100000421000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0138100000421000010;Подача заявок;крупа гречневая (в рамках ГОЗ);УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КАМЧАТСКОМУ КРАЮ;10.02.2021;613 200,00 ₽;;;;;;;;;;;;;;
№ 0138200001621000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0138200001621000005;Подача заявок;Оказание услуг по изготовлению полиграфической продукции из материала Исполнителя;АППАРАТ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА КАМЧАТСКОГО КРАЯ;10.02.2021;304 516,67 ₽;;;;;;;;;;;;;;
№ 0138100004421000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0138100004421000010;Подача заявок;Приобретение горюче-смазочных материалов;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ СУДЕБНЫХ ПРИСТАВОВ ПО КАМЧАТСКОМУ КРАЮ И ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ;10.02.2021;104 256,00 ₽;;;;;;;;;;;;;;
№ 0138300000121000034;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0138300000121000034;Подача заявок;ЭА42-21 На оказание услуг  по устройству  противопожарных минерализованных полос на межселенной территории Елизовского муниципального района в 2021 году;УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ ЕЛИЗОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА - МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ;10.02.2021;351 000,00 ₽;;;;;;;;;;;;;;
№ 0347300000521000028;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0347300000521000028;Подача заявок;Поставка Бензина автомобильного «Регуляр - 92» ГОСТ Р 51105-97, дизельного топлива  зимнего ГОСТ 305-2013, дизельного топлива летнего (по заборным ведомостям и оптовая поставка).;МЭРИЯ ГОРОДА МАГАДАНА;10.02.2021;28 490 250,00 ₽;;;;;;;;;;;;;;
№ 0361200015021000234;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0361200015021000234;Подача заявок;Поставка аппарата искусственной вентиляции легких, портативный, транспортировочный;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК САХАЛИНСКОЙ ОБЛАСТИ""";10.02.2021;1 943 518,50 ₽;;;;;;;;;;;;;;
№ 0338200009721000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0338200009721000026;Подача заявок;Поставка контейнеров для сбора медицинских отходов;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР""";10.02.2021;20 000,00 ₽;;;;;;;;;;;;;;
