Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0129200005321000118;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0129200005321000118;Подача заявок;Ремонт автомобильныхдороггородского округа – город Волжский Волгоградской области;КОМИТЕТПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ;10.02.2021;503 353 562,78 ₽;;;;;;;;;;;;;;
№ 0111300025021000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300025021000006;Подача заявок;"«Выполнение работ по нанесению горизонтальной разметки дорожно-уличной сети  МО ""город Арск"" на 2021 год»";ИСПОЛНИТЕЛЬНЫЙКОМИТЕТАРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;10.02.2021;994 055,00 ₽;;;;;;;;;;;;;;
№ 0111300006421000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300006421000003;Подача заявок;Мероприятия по обеспечению безопасности дорожного движения в пгт. Рыбная Слобода на 2021 год;ИСПОЛНИТЕЛЬНЫЙКОМИТЕТРЫБНО-СЛОБОДСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;10.02.2021;354 351,07 ₽;;;;;;;;;;;;;;
№ 0317300004421000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0317300004421000006;Подача заявок;Выполнение работ по благоустройству пешеходнойдорожки в городе Алейске;КОМИТЕТПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ, ТРАНСПОРТУ, СТРОИТЕЛЬСТВУ И АРХИТЕКТУРЕ АДМИНИСТРАЦИИ ГОРОДА АЛЕЙСКА;10.02.2021;4 587 870,00 ₽;;;;;;;;;;;;;;
№ 0317300055221000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0317300055221000006;Подача заявок;Ремонт дворовых проездов к многоквартирным жилым домам в рамках муниципальной программы в г. Заринске по  ул. Таратынова, 7 и пр. Строителей, 26/2;КОМИТЕТПО УПРАВЛЕНИЮ ГОРОДСКИМ ХОЗЯЙСТВОМ, ПРОМЫШЛЕННОСТЬЮ, ТРАНСПОРТОМ И СВЯЗЬЮ АДМИНИСТРАЦИИ ГОРОДА ЗАРИНСКА;10.02.2021;2 776 976,00 ₽;;;;;;;;;;;;;;
№ 0134300095221000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0134300095221000007;Подача заявок;Выполнение работ по обустройству, обслуживанию, ремонту пешеходных переходов, остановочных пунктов;КОМИТЕТПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ, СТРОИТЕЛЬСТВУ, ТРАНСПОРТУ И СВЯЗИ АДМИНИСТРАЦИИ АНГАРСКОГО ГОРОДСКОГО ОКРУГА;10.02.2021;2 128 116,55 ₽;;;;;;;;;;;;;;
№ 0360300036821000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0360300036821000005;Подача заявок;Техническое обслуживанием сетей уличного освещения и светофорных объектов в муниципальном образовании город Вольск.;КОМИТЕТЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА,ЖИЛИЩНОЙ ПОЛИТИКИ И ГОРОДСКОЙ СРЕДЫ АДМИНИСТРАЦИИ ВОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;10.02.2021;10 499 978,80 ₽;;;;;;;;;;;;;;
№ 0310200000321000211;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0310200000321000211;Подача заявок;"Корректировка проектной документации на объект ""Строительство автомобильнойдорогиВладикавказ-Ардон-Чикола-Лескен 2 (Объезд с.Мичурино)""";УПРАВЛЕНИЕ РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ ПО ПРОВЕДЕНИЮ ЗАКУПОК ДЛЯ ГОСУДАРСТВЕННЫХ НУЖД;10.02.2021;11 948 000,00 ₽;;;;;;;;;;;;;;
№ 0369300089821000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0369300089821000002;Подача заявок;Выполнение работ по приобретению и установке светодиодных светильников на территории ЮГП;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТГОРОДСКОГО ХОЗЯЙСТВА "" ГОРОДА ЮРЮЗАНИ";10.02.2021;1 000 000,80 ₽;;;;;;;;;;;;;;
№ 0111300006321000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300006321000002;Подача заявок;Ямочный ремонтдорогв пгт Уруссу Ютазинского муниципального района Республики Татарстан в 2021г.;ИСПОЛНИТЕЛЬНЫЙКОМИТЕТЮТАЗИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;10.02.2021;1 727 791,20 ₽;;;;;;;;;;;;;;
№ 0180300005921000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0180300005921000008;Подача заявок;Благоустройство (ремонт) общественной территории муниципального образования город Саяногорск. г.Саяногорск в районе МКД №25 Интернационального мкрн., перекресток ул.Пионерской и ул.Ярыгина. Пешеходная дорожка.;КОМИТЕТПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ  И ТРАНСПОРТУ Г.САЯНОГОРСКА;10.02.2021;1 326 608,26 ₽;;;;;;;;;;;;;;
№ 0111300092221000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0111300092221000004;Подача заявок;"право заключения муниципального контракта на выполнение работ: «Содержание объектов улично-дорожной сети и освещения в п.г.т.Джалиль Сармановского муниципального района Республики Татарстан в течение 2021г""";ИСПОЛНИТЕЛЬНЫЙКОМИТЕТСАРМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;10.02.2021;251 714,00 ₽;;;;;;;;;;;;;;
№ 0180300005921000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0180300005921000007;Подача заявок;Благоустройство (ремонт) общественной территории муниципального образования город Саяногорск. г.Саяногорск территория между музыкальной школой, школой №5 и МКД №32 Советского мкрн. (Пешеходная дорожка);КОМИТЕТПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ  И ТРАНСПОРТУ Г.САЯНОГОРСКА;10.02.2021;2 924 010,00 ₽;;;;;;;;;;;;;;
