Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 32110029718;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110029718;Подача заявок;Оказание услуг по обучению, проверки знаний работников Самарского отряда(Ульяновскоенаправление) филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";26.02.2021;13 480,00 ₽;;;;;;;;;;;;;;
№ 32110029704;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110029704;Подача заявок;Поставка расходных материалов для технического обслуживания пожарной автотехники для нужд Самарского отряда(Ульяновскоенаправление) филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";26.02.2021;40 111,30 ₽;;;;;;;;;;;;;;
№ 32110029691;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110029691;Подача заявок;Оказание услуг по обучению персонала обслуживающего  сосуды, работающие под давлением для нужд Самарского отряда(Ульяновскоенаправление) филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";26.02.2021;41 600,00 ₽;;;;;;;;;;;;;;
№ 32110029677;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110029677;Подача заявок;Оказание услуг по проведению дератизации, для нужд Самарского отряда(Ульяновскоенаправление) филиала ФГП ВО ЖДТ России на Куйбышевской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";26.02.2021;162 848,45 ₽;;;;;;;;;;;;;;
№ 0168500000621000385;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000385;Подача заявок;"Ремонт автомобильнойдороги""Подъезд к д. Садки км 1+243 Цильнинского районаУльяновскойобласти (водопропускная труба у д. Садки)""";АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;25.02.2021;14 821 501,00 ₽;;;;;;;;;;;;;;
№ 32110027407;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110027407;Подача заявок;Выполнение работ по оснащению модульным контрольно-пропускным пунктом Промплощадки 3А, расположенной по адресу:Ульяновскийрайон, в 1,4 км на северо-восток от развилки с. Ундорыавтодороги Ульяновск-Ишеевка и по обеспечению работоспособного состояния установленного модульного контрольно-пропускного пункта.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЛЬЯНОВСКИЙМЕХАНИЧЕСКИЙ ЗАВОД""";25.02.2021;6 596 197,20 ₽;;;;;;;;;;;;;;
№ 32110026419;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110026419;Подача заявок;Выполнение работ по капитальному ремонту железобетонного ограждения, расположенного на Промплощадке 3А, ОКД, по адресу:Ульяновскийрайон, в 1,4 км на северо-восток от развилки с. Ундорыавтодороги Ульяновск-Ишеевка.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЛЬЯНОВСКИЙМЕХАНИЧЕСКИЙ ЗАВОД""";25.02.2021;1 439 342,40 ₽;;;;;;;;;;;;;;
№ 0311100007221000014;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311100007221000014;Подача заявок;Осуществление строительного контроля за объектом: Капитальный ремонт автомобильнойдорогиР-178 Саранск - Сурское -Ульяновскна участке км 219+060- км 220+776,Ульяновскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.02.2021;7 304 120,00 ₽;;;;;;;;;;;;;;
№ 0168300013021000060;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168300013021000060;Подача заявок;Выполнение работ по устройству площадки для обучения правилам безопасности дорожного движения в МБОУ «Средняя школа №6 города ДимитровградаУльяновскойобласти»;УПРАВЛЕНИЕ ФИНАНСОВ И МУНИЦИПАЛЬНЫХ ЗАКУПОК ГОРОДА ДИМИТРОВГРАДАУЛЬЯНОВСКОЙОБЛАСТИ;24.02.2021;965 776,80 ₽;;;;;;;;;;;;;;
№ 0168500000621000351;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0168500000621000351;Подача заявок;Разработка проектной документации (с изысканиями) капитального ремонта автомобильнойдороги«Сурское-Шумерля» - автомобильнаядорога«Москва-Казань» - Сурское км 0+000 – км 3+950 Сурского районаУльяновскойобласти (ул. Хазова, ул. Жигарина в р.п. Сурское);АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;20.02.2021;4 150 000,00 ₽;;;;;;;;;;;;;;
№ 0168500000621000349;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000349;Подача заявок;Ремонт автомобильнойдорогиТушна-Артюшкино км 4+400 Сенгилеевского районаУльяновскойобласти (мост через р. Артюшка в с. Артюшкино);АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;20.02.2021;24 892 868,00 ₽;;;;;;;;;;;;;;
№ 0168500000621000334;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000334;Подача заявок;Благоустройство дворовых территорий жилых домов в г.Ульяновске;АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;19.02.2021;46 009 222,18 ₽;;;;;;;;;;;;;;
№ 0168500000621000326;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168500000621000326;Подача заявок;Капитальный ремонт автомобильныхдорог Ульяновскойобласти (устройство автоматических пунктов весового и габаритного контроля транспортных средств);АГЕНТСТВО ГОСУДАРСТВЕННЫХ ЗАКУПОКУЛЬЯНОВСКОЙОБЛАСТИ;19.02.2021;299 792 414,00 ₽;;;;;;;;;;;;;;
№ 0145300020621000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0145300020621000024;Подача заявок;Выполнение работ по ремонту дворовой территории многоквартирного дома по адресу: г.п.Ульяновка, пр.Советский, д. 204/1;АДМИНИСТРАЦИЯУЛЬЯНОВСКОГОГОРОДСКОГО ПОСЕЛЕНИЯ ТОСНЕНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;18.02.2021;259 674,26 ₽;;;;;;;;;;;;;;
№ 0168300008821000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168300008821000005;Подача заявок;Благоустройство подъездных путей (насыпного моста) и площадок к кладбищу с. Высокий Колок Новомалыклинского районаУльяновскойобласти;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""НОВОМАЛЫКЛИНСКИЙ РАЙОН""";18.02.2021;1 922 267,27 ₽;;;;;;;;;;;;;;
№ 0311100007221000013;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311100007221000013;Подача заявок;Капитальный ремонт автомобильнойдорогиР-178 Саранск - Сурское -Ульяновскна участке км 219+060- км 220+776,Ульяновскаяобласть;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";17.02.2021;250 309 420,00 ₽;;;;;;;;;;;;;;
№ 0168300008721000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0168300008721000012;Работа комиссии;Текущий ремонт асфальтобетонного покрытия территории школы в с. Большие КлючищиУльяновскогорайонаУльяновскойобласти;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""УЛЬЯНОВСКИЙРАЙОН""УЛЬЯНОВСКОЙОБЛАСТИ""";17.02.2021;848 515,00 ₽;;;;;;;;;;;;;;
