Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0339300070821000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0339300070821000006;Подача заявок;Выполнение работ по текущему ремонту отмостки здания МБДОУ №66 «Детский сад комбинированного вида», по адресу: г. Кемерово, ул.Волгоградская, 30 А;Управление городского развития администрации города Кемерово;26.02.2021;513 563,00 ₽;;;;;;;;;;;;;;
№ 32110028057;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110028057;Работа комиссии;Выполнение работ по ремонту автомобильныхдорогв Ворошиловском районе г.Волгограда;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОРОЖНО-СТРОИТЕЛЬНЫХ И ЭКСПЛУАТАЦИОННЫХ РАБОТ СОВЕТСКОГО РАЙОНА Г.ВОЛГОГРАДА;25.02.2021;28 420 205,15 ₽;;;;;;;;;;;;;;
№ 0129200005321000224;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0129200005321000224;Подача заявок;"Ремонт автомобильныхдорог: ""Калининск (Саратовская область)-Жирновск-Котово-Камышин"" (в границах территорииВолгоградскойобласти) (водопропускные трубы км 125+143, км 126+648, км 127+382 в Котовском муниципальном районеВолгоградскойобласти (санация); ""Калининск (Саратовская область)-Жирновск-Котово-Камышин"" (в границах территорииВолгоградскойобласти) (водопропускные трубы км 155+787, км 157+797, км 159+437 в Камышинском муниципальном районеВолгоградскойобласти (санация)";КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОКВОЛГОГРАДСКОЙОБЛАСТИ;25.02.2021;34 459 460,00 ₽;;;;;;;;;;;;;;
№ 0364100001821000022;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000022;Подача заявок;Ремонт путепровода через железнуюдорогуна км 2+914 автомобильнойдорогиР-132 Калуга - Тула - Михайлов - Рязань, обход г. Михайлов, Рязанская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАДФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.02.2021;90 472 574,00 ₽;;;;;;;;;;;;;;
№ 0829300018221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0829300018221000001;Подача заявок;работы по текущему ремонту асфальтового покрытия школьной площадки МКОУ Новоаннинская ОШ № 2 для проведения праздничных линеек и других мероприятий;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НОВОАННИНСКАЯ ОСНОВНАЯ ШКОЛА № 2 НОВОАННИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОЛГОГРАДСКОЙОБЛАСТИ;24.02.2021;612 632,00 ₽;;;;;;;;;;;;;;
№ 0329200062221000625;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0329200062221000625;Подача заявок;Оказание услуг по продлению срока действия лицензии на неисключительное право использования антивирусного программного обеспечения «Касперский»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕВОЛГОГРАДСКОЙОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";24.02.2021;99 035,32 ₽;;;;;;;;;;;;;;
№ 0364100001821000021;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000021;Подача заявок;Проведение строительного контроля при осуществлении капитального ремонта объекта: «Капитальный ремонт автомобильнойдорогиР-208 Тамбов - Пенза северный обход г. Тамбова на участке км 0+000 - км 9+500, Тамбовская область. 2 этап - путепровод через железнуюдорогу(Мичуринск - Уральский - Тамбов - 1 на км 4+304)»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАДФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.02.2021;4 165 131,00 ₽;;;;;;;;;;;;;;
№ 0364100001821000020;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0364100001821000020;Подача заявок;Капитальный ремонт автомобильнойдорогиР-208 Тамбов - Пенза северный обход г. Тамбова на участке км 0+000 - км 9+500, Тамбовская область. 2 этап - путепровод через железнуюдорогу(Мичуринск - Уральский - Тамбов - 1 на км 4+304);"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-ВОЛГОГРАДФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.02.2021;128 983 147,00 ₽;;;;;;;;;;;;;;
№ 0129300030421000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0129300030421000005;Подача заявок;Выполнение работ по разработке комплексной схемы организации дорожного движения, автомобильныхдорогобщего пользования местного значения Новониколаевского городского поселения Новониколаевского муниципального районаВолгоградскойобласти.;АДМИНИСТРАЦИЯ НОВОНИКОЛАЕВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ НОВОНИКОЛАЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАВОЛГОГРАДСКОЙОБЛАСТИ;24.02.2021;276 333,33 ₽;;;;;;;;;;;;;;
№ 0360200054021000020;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0360200054021000020;Подача заявок;Выполнение проектно-изыскательских работ по капитальному ремонту автомобильнойдороги«Автоподъезд к г. Саратову от автомобильнойдороги«Р-228 «Сызрань – Саратов –Волгоград». Устройство стационарного освещения на участке км 2+150 – км 6+330 в Саратовском районе Саратовской области.;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА""";20.02.2021;3 195 828,06 ₽;;;;;;;;;;;;;;
