Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 32109978462;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109978462;Подача заявок;Право заключения договора на Лот № 746.КурскаяАЭС-2. Энергоблок  №1. Временные сооружения промплощадки. Временныеавтодорогипромплощадки. Подъездная автомобильнаядорогак ПС 330 кВ Стройплощадка. Освещение автобусной остановки и пешеходного перехода.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ИНЖИНИРИНГОВАЯ КОМПАНИЯ ""АСЭ""";10.02.2021;39 753 895,20 ₽;;;;;;;;;;;;;;
№ 0144300029721000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144300029721000001;Подача заявок;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения в Рыльском районеКурскойобласти на 2021 год;АДМИНИСТРАЦИЯ РЫЛЬСКОГО РАЙОНАКУРСКОЙОБЛАСТИ;10.02.2021;2 359 996,00 ₽;;;;;;;;;;;;;;
№ 0744200000221000500;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0744200000221000500;Подача заявок;Благоустройство общественной территории Парк в с. Кобылки Глушковского районаКурскойобласти 1 этап;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОККУРСКОЙОБЛАСТИ""";10.02.2021;434 716,00 ₽;;;;;;;;;;;;;;
№ 0144300012321000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0144300012321000002;Подача заявок;Оказание услуг по осуществлению строительного контроля за выполнением работ по ремонту автомобильнойдорогипо ул. Ворошилова с. Становое в Тимском районеКурскойобласти;АДМИНИСТРАЦИЯ ТИМСКОГО РАЙОНАКУРСКОЙОБЛАСТИ;10.02.2021;76 218,18 ₽;;;;;;;;;;;;;;
№ 0121600021921000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600021921000014;Подача заявок;Содержание автомобильныхдорогобщего пользования местного значенияКурскогомуниципального округа Ставропольского края;АДМИНИСТРАЦИЯКУРСКОГОМУНИЦИПАЛЬНОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;09.02.2021;6 707 093,00 ₽;;;;;;;;;;;;;;
№ 0121600021921000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0121600021921000013;Подача заявок;Работы по нанесению горизонтальной дорожной разметки краской на автомобильныхдорогахобщего пользования местного значенияКурскогомуниципального округа Ставропольского края;АДМИНИСТРАЦИЯКУРСКОГОМУНИЦИПАЛЬНОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ;09.02.2021;2 907 547,00 ₽;;;;;;;;;;;;;;
№ 0126200000421000367;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0126200000421000367;Подача заявок;Выполнение комплекса работ по капитальному ремонту автомобильнойдорогиНезнамово-Терехово-гр.Курскойобласти на участке км 13+600 - км 14+500 (с.Терехово), протяженностью 0,9 км в Старооскольском городском округе Белгородской области по элементам обустройства: устройство недостающего электроосвещения;УПРАВЛЕНИЕ ГОСУДАРСТВЕННОГО ЗАКАЗА И ЛИЦЕНЗИРОВАНИЯ БЕЛГОРОДСКОЙ ОБЛАСТИ;09.02.2021;2 224 900,00 ₽;;;;;;;;;;;;;;
№ 0744200000221000472;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0744200000221000472;Подача заявок;Благоустройство парка имени А. Вориводина в поселке КасторноеКурскойобласти;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОККУРСКОЙОБЛАСТИ""";08.02.2021;1 422 116,00 ₽;;;;;;;;;;;;;;
№ 0144200001821000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144200001821000019;Подача заявок;Выполнение работ по строительству объекта: «Проезд по ул.Зеленая в д.Анахина Октябрьского районаКурскойобласти»;"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ СТРОИТЕЛЬСТВА И ЭКСПЛУАТАЦИИ АВТОМОБИЛЬНЫХДОРОГ КУРСКОЙОБЛАСТИ""";08.02.2021;3 291 580,00 ₽;;;;;;;;;;;;;;
№ 0144300011821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0144300011821000001;Подача заявок;Текущее содержание автомобильныхдорогв городе ЛьговеКурскойобласти;АДМИНИСТРАЦИЯ ГОРОДА ЛЬГОВАКУРСКОЙОБЛАСТИ;08.02.2021;1 553 960,00 ₽;;;;;;;;;;;;;;
