Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0348100006021000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100006021000008;Подача заявок;"Капитальный ремонт автомобильнойдорогиР-132 ""Золотое кольцо"" Ярославль - Кострома - Иваново - Владимир - Гусь-Хрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич - Ярославль на участке км 182+530 - км 190+730, Ивановская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА -НИЖНИЙ НОВГОРОДФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.02.2021;1 213 958 977,00 ₽;;;;;;;;;;;;;;
№ 0315100000321000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000012;Подача заявок;Проведение приемочной диагностики по объекту: Ремонт автомобильнойдорогиМ-7 «Волга» Москва – Владимир–Нижний Новгород– Казань – Уфа подъезд к г. Пермь, км 477+644 – км 509+867, Пермский край;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";19.02.2021;4 664 073,00 ₽;;;;;;;;;;;;;;
№ 0315100000321000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000010;Подача заявок;Проведение приемочной диагностики по объекту: Капитальный ремонт автомобильнойдорогиМ-7 «Волга» Москва – Владимир –Нижний Новгород– Казань – Уфа, подъезд к городам Ижевск и Пермь на участке км 272+000 – км 283+000, Удмуртская Республика;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";19.02.2021;1 585 207,00 ₽;;;;;;;;;;;;;;
№ 0860400000321000014;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0860400000321000014;Подача заявок;Выполнение работ по объекту: «Капитальный ремонт автомобильнойдорогиР-158Нижний Новгород– Арзамас – Саранск – Исса – Пенза – Саратов на участке км 574+800 – км 583+000, Саратовская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""НИЖНЕ-ВОЛЖСКОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";18.02.2021;443 766 539,00 ₽;;;;;;;;;;;;;;
№ 0348100006021000007;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100006021000007;Подача заявок;"Разработка рабочей документации по объекту: Капитальный ремонт автомобильнойдорогиР-132 ""Золотое кольцо"" Ярославль - Кострома - Иваново - Владимир - Гусь-Хрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич - Ярославль на участке км 182+530 - км 190+730, Ивановская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА -НИЖНИЙ НОВГОРОДФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";17.02.2021;14 228 926,00 ₽;;;;;;;;;;;;;;
№ 0128200000121000739;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0128200000121000739;Подача заявок;Выполнение работ по ремонту автомобильныхдорогВладимир – Муром – Арзамас на участках  ...  в Гороховецком районе, Касимов – Муром –Нижний Новгородна участках 39-40 км ...;ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ;17.02.2021;352 829 544,00 ₽;;;;;;;;;;;;;;
№ 32109998721;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109998721;Работа комиссии;Запрос котировок среди субъектов малого и среднего предпринимательства в электронной форме № 225/ЗКТЭ-ДЖВ/21 на право заключения договора оказания услуг по стирке постельного белья и полотенец (вокзалы Арзамас-2, Ковров, Чебоксары, Сарапул, Йошкар-Ола, Шахунья, Янаул, Навашино, Ижквск, Агрыз, Казань, Восстание, Котельнич, Глазов, Канаш,Нижний Новгород);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";16.02.2021;979 200,00 ₽;;;;;;;;;;;;;;
№ 32109998248;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109998248;Закупка завершена;Выполнение комплекса работ (комплекса мероприятий) по обеспечению постановки на кадастровый учет земельных участков из состава земель лесного фонда в границах полосы отвода автомобильнойдорогина территории лесничеств Владимирской области необходимых для размещения автомобильнойдорогиМ-12 «Строящаяся скоростная автомобильнаядорога«Москва –Нижний-Новгород– Казань» для нужд ФГБУ «Рослесинфорг»;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОСЛЕСИНФОРГ""";16.02.2021;4 997 700,00 ₽;;;;;;;;;;;;;;
№ 0311100007221000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0311100007221000012;Подача заявок;"Устройство слоев износа на автомобильнойдорогеМ-7 ""Волга"" Москва - Владимир -Нижний Новгород- Казань - Уфа на участках км 588+000 - км 596+000, км 690+000 - км 694+500, Чувашская Республика";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГВОЛГО-ВЯТСКОГО РЕГИОНА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.02.2021;110 299 725,00 ₽;;;;;;;;;;;;;;
№ 0348100006021000006;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0348100006021000006;Подача заявок;"Устройство слоёв износа на автомобильнойдорогеМ-7 ""Волга"" Москва - Владимир -Нижний Новгород- Казань - Уфа на участках км 244+000 - км 245+000; 246+000 - км 250+000; км 251+000 - км 256+000, Владимирская область. Устройство слоёв износа на автомобильнойдорогеМ-7 ""Волга"" Москва - Владимир -Нижний Новгород- Казань - Уфа на участке км 271+000 - км 276+000; км 277+000 - км 281+000; км 282+000 - км 284+000; км 285+000 - км 288+000; км 289+000 - км 292+000; км 293+000 - км 295+000; км 296+000- км 299+438, Владимирская область.";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА -НИЖНИЙ НОВГОРОДФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";16.02.2021;556 854 351,00 ₽;;;;;;;;;;;;;;
