Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0177200000921000238;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0177200000921000238;Подача заявок;Ремонт и содержание автомобильнойдороги«Бийск - Турочак - Верх - Бийск» км 134+658 - км 138+437;МИНИСТЕРСТВО ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСПУБЛИКИАЛТАЙ;11.02.2021;113 638 916,00 ₽;;;;;;;;;;;;;;
№ 0177200000921000237;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0177200000921000237;Подача заявок;"Ремонт и содержание автомобильнойдороги""Чоя - Сейка - Ынырга"" км 20+000 - км 36+340";МИНИСТЕРСТВО ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСПУБЛИКИАЛТАЙ;11.02.2021;378 899 458,00 ₽;;;;;;;;;;;;;;
№ 32109981535;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109981535;Закупка завершена;Оказание услуг по перевозке работников З-Сиб ДПО;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";11.02.2021;200 000,00 ₽;;;;;;;;;;;;;;
№ 0351100008921000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0351100008921000009;Подача заявок;"Выполнение работ по ремонту автомобильнойдорогиР-256 ""Чуйский тракт"" Новосибирск - Барнаул - Горно-Алтайск- граница с Монголией на участке км 33+000 - км 38+000, Новосибирская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""СИБИРЬ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.02.2021;246 198 792,00 ₽;;;;;;;;;;;;;;
№ 0351100008921000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0351100008921000005;Подача заявок;"Оказание услуг по проведению строительного контроля за объектом ремонта автомобильнойдорогиР-256 ""Чуйский тракт"" Новосибирск - Барнаул - Горно-Алтайск- граница с Монголией на участке км 33+000 - км 38+000, Новосибирская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ""СИБИРЬ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";11.02.2021;5 314 621,00 ₽;;;;;;;;;;;;;;
№ 0117300067821000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0117300067821000008;Подача заявок;"Капитальный ремонт по объекту: ""Дорогапо переулку Складскому от улицы Чехова до ул. Тараса Шевченко в г. БийскеАлтайскогокрая""";АДМИНИСТРАЦИЯ ГОРОДА БИЙСКА;10.02.2021;22 179 378,45 ₽;;;;;;;;;;;;;;
№ 0117300095821000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0117300095821000006;Подача заявок;выполнение работ по очистке автомобильныхдорогот снега на территории Баюновоключевского, Березовского, Новоберезовского, Повалихинского сельсоветов Первомайского районаАлтайскогокрая на 2021 год;КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ И ЗЕМЕЛЬНЫМ ОТНОШЕНИЯМ АДМИНИСТРАЦИИ ПЕРВОМАЙСКОГО РАЙОНА;09.02.2021;1 601 496,71 ₽;;;;;;;;;;;;;;
№ 0117300005021000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0117300005021000014;Подача заявок;Выполнение работ по содержаниюдорогобщего пользования местного значения расположенных на территории МО Старобелокурихинского сельсовета в зимний период;АДМИНИСТРАЦИЯАЛТАЙСКОГОРАЙОНААЛТАЙСКОГОКРАЯ;09.02.2021;138 532,26 ₽;;;;;;;;;;;;;;
№ 0117300005021000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0117300005021000013;Подача заявок;Выполнение работ по содержаниюдорогобщего пользования местного значения расположенных на территории МО Россошинский сельсовета в зимний период;АДМИНИСТРАЦИЯАЛТАЙСКОГОРАЙОНААЛТАЙСКОГОКРАЯ;09.02.2021;50 531,09 ₽;;;;;;;;;;;;;;
№ 0117300005021000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0117300005021000012;Подача заявок;Выполнение работ по содержаниюдорогобщего пользования местного значения расположенных на территории МО Пролетарский сельсовет, включая автомобильнуюдорогуБ.Кыркыла - Басаргино - Черемшанка в зимний период;АДМИНИСТРАЦИЯАЛТАЙСКОГОРАЙОНААЛТАЙСКОГОКРАЯ;09.02.2021;133 292,34 ₽;;;;;;;;;;;;;;
№ 0117300005021000011;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0117300005021000011;Подача заявок;Выполнение работ по содержаниюдорогобщего пользования местного значения, расположенных на территории МОАлтайскийсельсовет в зимний период (центр);АДМИНИСТРАЦИЯАЛТАЙСКОГОРАЙОНААЛТАЙСКОГОКРАЯ;09.02.2021;236 446,21 ₽;;;;;;;;;;;;;;
