Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0330100010521000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000012;Подача заявок;"Выполнение работ по содержанию (устройство слоев износа) наавтомобильнойдорогеМ-8 ""Холмогоры"" Москва - Ярославль -Вологда-Архангельск на участке км 155+000 - км 160+900, Ярославская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.02.2021;118 000 000,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000011;Подача заявок;"Выполнение работ в целях реализации проекта: ""Реконструкция автомобильнойдорогиА-114Вологда- Новая Ладога до магистрали ""Кола"" (через Тихвин) на участке км 14+578 - км 35+000 вВологодскойобласти, 1 этап""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";09.02.2021;12 510 750,00 ₽;;;;;;;;;;;;;;
№ 32109967858;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109967858;Подача заявок;Оказание услуг по заправке и восстановлению картриджей для нужд филиала ФГП ВО ЖДТ России на Северной железнойдороге(г.Вологда);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";08.02.2021;181 500,00 ₽;;;;;;;;;;;;;;
№ 32109964560;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109964560;Подача заявок;Оказание услуг по проведению периодических и предварительных медицинских осмотров работников для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогев п. ШекснаВологодскойобласти;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";05.02.2021;47 575,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000010;Подача заявок;"Выполнение работ по содержанию (устройство слоев износа) наавтомобильнойдорогеМ-8 ""Холмогоры"" Москва - Ярославль -Вологда-Архангельск на участке км 737+000 - км 755+000, Архангельская область";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";05.02.2021;165 000 000,00 ₽;;;;;;;;;;;;;;
№ 32109962874;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109962874;Подача заявок;Оказание услуг по проведению периодических и предварительных медицинских осмотров работников для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Вологда;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";05.02.2021;497 142,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000009;Подача заявок;"Проектныеи изыскательские работы по объекту: ""Ремонт моста через реку Ижина на км12+292 автомобильнойдорогиА-122 автомобильнаядорогаА-114 - Устюжна -Крестцы - Яжелбицы - Великие Луки - Невель,Вологодскаяобласть""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;3 212 813,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000007;Подача заявок;"Ремонтавтомобильнойдорогиобщего пользования федерального значения М-8""Холмогоры"" Москва - Ярославль -Вологда- Архангельск на участке км844+628 - км 862+000 в Архангельской области";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";02.02.2021;344 639 186,00 ₽;;;;;;;;;;;;;;
№ 32109951336;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109951336;Закупка завершена;Поставка двуокиси углерода газообразной (углекислота) для нуждВологодскогоотряда филиала ФГП ВО ЖДТ России на Северной железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";02.02.2021;224 125,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000006;Подача заявок;"Установкапешеходного ограждения на участках: км475+812 - 475+929 (справа), км475+782 -475+916 (слева) автомобильнойдорогиобщего пользования федерального значенияМ-8 ""Холмогоры"" Москва - Ярославль -Вологда- Архангельск,Вологодскаяобласть; установка светофорного объекта на пешеходном переходе (скнопкой вызова) с изменением схемы организации дорожного движения на км 475+864автомобильнойдорогиобщего пользования федерального значения М-8 ""Холмогоры""Москва - Ярославль -Вологда- Архангельск,Вологодскаяобласть";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";01.02.2021;2 400 000,00 ₽;;;;;;;;;;;;;;
