Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус победителя;Цена победителя;Второй номер;Статус второго номера;Цена второго номера;Дата начала контракта;Дата окончания контракта;ФИО Руководителя;ИНН;Контакты
№ 0146300039621000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0146300039621000001;Подача заявок;Обустройство тротуарной дорожки в с. Спешнево-ИвановскоеДанковского района Липецкой области ул. Центральная;АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ СПЕШНЕВО-ИВАНОВСКИЙСЕЛЬСОВЕТ ДАНКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛИПЕЦКОЙ ОБЛАСТИ РОССИЙСКОЙ ФЕДЕРАЦИИ;10.02.2021;1 853 407,00 ₽;;;;;;;;;;;;;;
№ 0128300004821000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128300004821000007;Подача заявок;Выполнение работ по ремонту автомобильнойдорогиул. Красновосходская (от а/д Красная Горбатка - Копнино-Новый Быт - Ильинское до д. 34) п. Новый Быт;КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИСЕЛИВАНОВСКОГОРАЙОНА;10.02.2021;809 670,00 ₽;;;;;;;;;;;;;;
№ 0133300020021000016;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300020021000016;Подача заявок;Ремонт автомобильнойдороги«Подъезд к д. Гусево»;АДМИНИСТРАЦИЯИВАНОВСКОГОМУНИЦИПАЛЬНОГО РАЙОНА;09.02.2021;1 167 467,90 ₽;;;;;;;;;;;;;;
№ 0156600015521000025;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000025;Подача заявок;Ремонт автомобильныхдорогп. Сарс: ул. Заречная от д. № 1 до д. № 4 (0,652 км), ул. Орджоникидзе от д. № 19 до ул. Заречная (0,812 км), ул. Речная от ул. Ульянова до д. № 12, от д. № 21 до д. № 23 (0,776 км), ул.ИванаПашукова отавтодороги«Голдыри-Орда-Октябрьский» - З.Сарс до ул. Солнечная (0,675 км), ул. Калинина от ул. Лесная до ул. 19 Партсъезд (0,296 км), ул. 20 Партсъезд от ул. Уральская до ул. Кирова (0,720 км), ул. Кирова от ул. Северная до ул. Ленина, от ул. Мира до д. № 35 (1,740 км), Покрово-Смирновский хутор ул. Ворошиловская от д. № 1Г до д. № 5 (0,640 км);АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;09.02.2021;5 258 704,78 ₽;;;;;;;;;;;;;;
№ 0133300015421000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300015421000006;Подача заявок;Выполнение работ по расчистке и посыпке автомобильныхдорог, прилегающих к транзитным улицам;АДМИНИСТРАЦИЯ ПЕСТЯКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;08.02.2021;346 748,80 ₽;;;;;;;;;;;;;;
№ 0128300002221000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0128300002221000002;Подача заявок;Выполнение работ по содержанию автомобильныхдорогна территории поселка Красная Горбатка в 2021 году (выполнение работ по расчистке от снегадорогс грунтовым, щебеночным покрытием), для нужд муниципального образования городское поселение поселок Красная Горбатка;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЕ ПОСЕЛЕНИЕ ПОСЕЛОК КРАСНАЯ ГОРБАТКАСЕЛИВАНОВСКОГОРАЙОНА ВЛАДИМИРСКОЙ ОБЛАСТИ;06.02.2021;547 600,00 ₽;;;;;;;;;;;;;;
№ 0133300013221000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300013221000001;Подача заявок;Содержаниедорогв зимний период в населенных пунктах Колобовского городского поселения;АДМИНИСТРАЦИЯ КОЛОБОВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ШУЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;05.02.2021;675 259,68 ₽;;;;;;;;;;;;;;
№ 0833600000821000035;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0833600000821000035;Подача заявок;Организация функционирования автомобильныхдорогобщего пользования;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКУПКАМИ""";05.02.2021;144 832 300,32 ₽;;;;;;;;;;;;;;
№ 0120300003921000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0120300003921000001;Подача заявок;выполнение работ по ремонту автомобильныхдорогобщего пользования местного значения по ул. Советская, ул. Восточная, ул. Зареченская в с.ИвановкаМихайловского района Приморского края;АДМИНИСТРАЦИЯИВАНОВСКОГОСЕЛЬСКОГО ПОСЕЛЕНИЯ;05.02.2021;4 914 803,00 ₽;;;;;;;;;;;;;;
№ 0133300014121000012;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014121000012;Подача заявок;Составление дефектных ведомостей, схем, сметной документации по объекту: «Текущий ремонт автомобильнойдорогипо улице Димитрова(продолжение) (между ул. Первомайской и ул. Спортивной) в г. КомсомольскИвановскойобласти»;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;05.02.2021;14 000,00 ₽;;;;;;;;;;;;;;
№ 0169300008221000018;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0169300008221000018;Подача заявок;"Выполнение работ по ремонту асфальтобетонного покрытия автомобильныхдорогна территории города Троицка (ул.Иванована участке от ул. им. Ю.А. Гагарина до ул. Советской; ул. Аппельбаума)";УПРАВЛЕНИЕ МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТИ АДМИНИСТРАЦИИ ГОРОДА ТРОИЦКА;05.02.2021;9 032 567,00 ₽;;;;;;;;;;;;;;
№ 0133300014121000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014121000010;Подача заявок;Разработка проектной документации по объекту: «Реконструкция автомобильнойдорогипереулок Школьный в г. КомсомольскИвановскойобласти»;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;04.02.2021;15 666,67 ₽;;;;;;;;;;;;;;
№ 0133300014121000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014121000009;Подача заявок;Разработка проектной документации по объекту: «Реконструкция автомобильнойдорогиулица Миловская в г. КомсомольскИвановскойобласти»;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;04.02.2021;144 000,00 ₽;;;;;;;;;;;;;;
№ 0133300014121000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014121000008;Подача заявок;Разработка проектной документации по объекту: «Реконструкция автомобильнойдорогипереулок Вокзальный в г. КомсомольскИвановскойобласти»;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;04.02.2021;20 333,33 ₽;;;;;;;;;;;;;;
№ 0133300014121000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014121000007;Подача заявок;Разработка проектной документации по объекту: «Реконструкция автомобильнойдорогиул. Тельмана в г. КомсомольскИвановскойобласти»;АДМИНИСТРАЦИЯ КОМСОМОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;04.02.2021;16 666,67 ₽;;;;;;;;;;;;;;
№ 0833600000821000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0833600000821000031;Подача заявок;Текущий ремонт тротуаров;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКУПКАМИ""";04.02.2021;8 577 909,44 ₽;;;;;;;;;;;;;;
№ 0133300014321000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014321000003;Подача заявок;Выполнение мероприятий по дорожной деятельности в отношении автомобильныхдорогместного значения вне границ населенных пунктов Нерльского городского поселения;АДМИНИСТРАЦИЯ НЕРЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТЕЙКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;04.02.2021;100 000,00 ₽;;;;;;;;;;;;;;
№ 0133300014321000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0133300014321000002;Подача заявок;Выполнение мероприятий по дорожной деятельности в отношении автомобильныхдорогместного значения в границах населенных пунктов Нерльского городского поселения;АДМИНИСТРАЦИЯ НЕРЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ТЕЙКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНАИВАНОВСКОЙОБЛАСТИ;04.02.2021;100 000,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000008;Подача заявок;"Оказание услуг по содержаниюавтомобильнойдорогиобщего пользования федерального значения Р-132""Золотое кольцо"" Ярославль - Кострома -Иваново- Владимир - ГусьХрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич- Ярославль, Ярославская область (участок от границы Тверскойобласти - г. Ярославль)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;23 926 732,00 ₽;;;;;;;;;;;;;;
№ 0136300004321000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0136300004321000004;Определение поставщика завершено;Выполнение необходимого комплекса работ по объекту: «Ремонт автомобильнойдорогиобщего пользования местного значения «Крутец-Богатырево-Ивановское» с/пос. Киверичи Рамешковского района Тверской области»;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;02.02.2021;5 258 539,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0136300004321000004;АДМИНИСТРАЦИЯ РАМЕШКОВСКОГО РАЙОНА;;;;;;;;;;;;
№ 0833600000821000017;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0833600000821000017;Работа комиссии;Содержание, ремонт и установка ТСОДД;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКУПКАМИ""";01.02.2021;1 990 327,99 ₽;;;;;;;;;;;;;;
№ 32109947481;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109947481;Закупка завершена;Поставка ГСМ для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогев Ярославской, Костромской,Ивановскойобластях;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";01.02.2021;2 373 855,50 ₽;;;;;;;;;;;;;;
№ 0171200001921000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0171200001921000022;Подача заявок;Выполнение работ по ремонтуавтодороги«Ярославль-Заячий Холм-а/д «Иваново-Писцово-Гаврилов-Ям-Ярославль»-д.Алексеевское»;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯРОСЛАВСКОЙ ОБЛАСТИ;01.02.2021;5 781 010,80 ₽;;;;;;;;;;;;;;
