Номер закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5;Поле 6;Поле 7;ФИО Руководителя (Победитель);Контактные данные (Победитель);ИНН (Победитель);ФИО Руководителя (Второй номер);Контактные данные (Второй номер);ИНН (Второй номер)
№ 0157200000320001300;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157200000320001300;Подача заявок;Работы по содержанию автомобильныхдорогобщего пользования регионального значения в Себежском и Невельском районахПсковскойобласти (установка элементов освещения на пешеходных переходах, автобусных остановках, кольцевых пересечениях, локальных пересечениях и примыканиях, в том числе автономных осветительных систем) (идентификационный номер: 1374-А-ГЗ (5));КОМИТЕТ ПО ЗАКУПКАМПСКОВСКОЙОБЛАСТИ;30.12.2020;2 595 451,20 ₽;;;;;;;;;;;;;;
№ 0157300014020000037;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300014020000037;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения и искусственных дорожных сооружений на них, расположенных в Усвятском районеПсковскойобласти;АДМИНИСТРАЦИЯ УСВЯТСКОГО РАЙОНА;30.12.2020;2 869 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0157300014020000037;АДМИНИСТРАЦИЯ УСВЯТСКОГО РАЙОНА;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СТРОИТЕЛЬНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ""ПСКОВАГРОПРОМДОРСТРОЙ""";;2 219 841,84;;;;;;
№ 0157300004820000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300004820000005;Подача заявок;Выполнение работ по текущему содержанию автомобильныхдорогобщего пользования местного значения проходящих в границах населенных пунктах городского поселения ГдовПсковскойобласти с даты заключения контракта по 30.06.2021 года;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГДОВ""";29.12.2020;2 749 464,00 ₽;;;;;;;;;;;;;;
№ 0157200000320001297;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0157200000320001297;Подача заявок;Капитальный ремонт моста через реку Неведрянка на км 0+300 автомобильнойдорогиТолкачево-Себеж-Заситино в Себежском районеПсковскойобласти (идентификационный номер: 1377-ЭК-ГЗ);КОМИТЕТ ПО ЗАКУПКАМПСКОВСКОЙОБЛАСТИ;29.12.2020;150 814 340,00 ₽;;;;;;;;;;;;;;
№ 0336100012520000149;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000149;Подача заявок;Строительный контроль при проведении работ по объекту: «Ремонт моста через реку Ситня на км 102+022 автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов -Псков, Новгородская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";29.12.2020;2 031 645,25 ₽;;;;;;;;;;;;;;
№ 0857200000220000387;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000387;Подача заявок;Автомобильные шины (идентификационный номер: 7836-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";29.12.2020;482 914,84 ₽;;;;;;;;;;;;;;
№ 0857200000220000386;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000386;Подача заявок;Щеточные диски для дорожной техники (идентификационный номер: 7837-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";29.12.2020;1 302 280,00 ₽;;;;;;;;;;;;;;
№ 0857200000220000385;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000385;Подача заявок;Оказание услуг по ремонту рукавов высокого давления (идентификационный номер: 7879-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";29.12.2020;300 000,00 ₽;;;;;;;;;;;;;;
№ 0857200000220000384;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000384;Работа комиссии;Чековая лента для контрольно-кассовых машин (идентификационный номер: 7878-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";29.12.2020;75 395,00 ₽;;;;;;;;;;;;;;
№ 32009859901;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009859901;Подача заявок;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 6919/ОАЭ-ДЖВ/20 на право заключения договора оказания услуг по техническому обслуживанию систем вентиляции и кондиционирования (вокзалПсков);"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";28.12.2020;1 045 800,00 ₽;;;;;;;;;;;;;;
№ 0857200000220000383;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000383;Работа комиссии;Знаки дорожные (идентификационный номер: 7838-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";28.12.2020;302 742,14 ₽;;;;;;;;;;;;;;
№ 0157300001620000124;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300001620000124;Подача заявок;Выполнение работ  в зимне-летний период 2021 года по содержанию  улично-дорожной сети сельского поселения «Лычевская волость» Великолукского районаПсковскойобласти.;АДМИНИСТРАЦИЯ ВЕЛИКОЛУКСКОГО РАЙОНАПСКОВСКОЙОБЛАСТИ;28.12.2020;1 012 135,84 ₽;;;;;;;;;;;;;;
№ 0157300001620000123;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300001620000123;Подача заявок;"Выполнение работ в зимне-летний период 2021 года по содержанию автомобильныхдорогобщего пользования местного значения вне населенных пунктов сельского поселения ""Пореченская волость"" Великолукского районаПсковскойобласти";АДМИНИСТРАЦИЯ ВЕЛИКОЛУКСКОГО РАЙОНАПСКОВСКОЙОБЛАСТИ;26.12.2020;876 828,20 ₽;;;;;;;;;;;;;;
№ 0157300001620000122;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300001620000122;Подача заявок;"Выполнение работ в зимне-летний период 2021 года по содержанию улично-дорожной сети сельского поселения ""Переслегинская волость"" Великолукского районаПсковскойобласти.";АДМИНИСТРАЦИЯ ВЕЛИКОЛУКСКОГО РАЙОНАПСКОВСКОЙОБЛАСТИ;26.12.2020;476 212,36 ₽;;;;;;;;;;;;;;
№ 0157200000320001292;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157200000320001292;Подача заявок;Работы по содержанию автомобильныхдорогобщего пользования регионального значенияПсковскойобласти (установка элементов освещения на пешеходных переходах, автобусных остановках, кольцевых пересечениях, локальных пересечениях и примыканиях, в том числе автономных осветительных систем) (идентификационный номер: 1371-А-ГЗ (5));КОМИТЕТ ПО ЗАКУПКАМПСКОВСКОЙОБЛАСТИ;26.12.2020;13 830 157,20 ₽;;;;;;;;;;;;;;
№ 0157300001620000121;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300001620000121;Подача заявок;"Выполнение работ в зимне-летний период 2021 года по содержанию автомобильныхдорогобщего пользования местного значения вне населенных пунктов сельского поселения ""Переслегинская волость"" Великолукского районаПсковскойобласти";АДМИНИСТРАЦИЯ ВЕЛИКОЛУКСКОГО РАЙОНАПСКОВСКОЙОБЛАСТИ;26.12.2020;197 438,01 ₽;;;;;;;;;;;;;;
№ 0857200000220000382;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000382;Определение поставщика завершено;Шлагбаумы автоматические электромеханические (идентификационный номер: 7797-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";26.12.2020;170 017,40 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0857200000220000382;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФИ-ЛП""";;170 017,40;;;;;;
№ 0157300001620000120;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0157300001620000120;Подача заявок;"Выполнение работ в зимне-летний период 2021 года по содержанию улично-дорожной сети сельского поселения ""Пореченская волость"" Великолукского районаПсковскойобласти.";АДМИНИСТРАЦИЯ ВЕЛИКОЛУКСКОГО РАЙОНАПСКОВСКОЙОБЛАСТИ;26.12.2020;1 159 958,57 ₽;;;;;;;;;;;;;;
№ 0857200000220000381;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000381;Работа комиссии;Аккумуляторные батареи для автотранспорта (идентификационный номер: 7745-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";25.12.2020;940 062,38 ₽;;;;;;;;;;;;;;
№ 0857200000220000380;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0857200000220000380;Определение поставщика завершено;Ножи грейдерные (идентификационный номер: 7712-А-ГЗ-Л);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕПСКОВСКОЙОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХДОРОГ ПСКОВСКОЙОБЛАСТИ""";25.12.2020;1 997 644,78 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0857200000220000380;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ПСКОВСКОЙ ОБЛАСТИ""";;;;;;;;;;;;
№ 0336100012520000147;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012520000147;Подача заявок;Строительный контроль при проведении работ по объекту: «Ремонт автомобильнойдорогиР-56 Великий Новгород – Сольцы – Порхов –Псковна участке км 90+000 – км 101+400, Новгородская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.12.2020;3 163 040,80 ₽;;;;;;;;;;;;;;
